Time, Pelvis Rotation, Pelvis Tilt, Pelvis Obliquity, Right Hip Flexion - Extension, Left Hip Flexion - Extension, Right Hip Abduction - Adduction, Left Hip Abduction - Adduction,  Right Hip Rotation,  Left Hip Rotation,  Right Knee Flexion - Extension,  Left Knee Flexion - Extension,  Right Knee Abduction - Adduction,  Left Knee Abduction - Adduction,  Right Knee Rotation,  Left Knee Rotation,  Right Ankle Dorsiflexion - Plantarflexion,  Left Ankle Dorsiflexion - Plantarflexion,  Right Ankle Eversion - Inversion,  Left Ankle Eversion - Inversion,  Right Ankle Abduction - Adduction,  Left Ankle Abduction - Adduction, Neck Flexion - Extension, Neck Lateral Flexion, Neck Rotation, Right Shoulder Flexion - Extension, Left Shoulder Flexion - Extension, Right Shoulder Abduction - Adduction, Left Shoulder Abduction - Adduction, Right Shoulder Rotation, Left Shoulder Rotation, Right Elbow Flexion - Extension, Left Elbow Flexion - Extension, Right Wrist Flexion - Extension, Left Wrist Flexion - Extension, Right Wrist Adduction - Abduction, Left Wrist Adduction - Abduction, Right Wrist Rotation, Left Wrist Rotation, Torso Flexion - Extension, Torso Abduction - Adduction, Torso Rotation, Torso Inclination
0, -3.65827, -0.627747, -0.314867, 3.44653, 3.54402, -1.87661, 1.73772, -1.3503, 2.23695, -0.352387, 2.21213, 0.867874, -1.35851, -0.915489, 0.827164, -1.43072, -0.521249, 0.878009, 0.27444, 1.9951, -0.723903, 0.189533, -1.70788, -5.58088, -0.587247, -0.573098, 0.0610458, -0.255272, -0.586506, -0.576222, -0.639404, 1.53499, -0.172896, -0.108958, 0.0660275, 0.596109, -0.0338381, 2.8748, -0.713142, 0.529592, -0.622693, 0.883697
0.0100054, -3.65163, -0.635339, -0.317853, 3.46442, 3.56763, -1.87877, 1.74223, -1.35001, 2.20842, -0.344095, 2.22094, 0.863815, -1.3634, -0.897141, 0.836693, -1.4229, -0.5183, 0.886566, 0.281271, 2.0052, -0.732113, 0.157432, -1.66101, -5.55882, -0.580986, -0.561537, 0.0285959, -0.241962, -0.580639, -0.564462, -0.64047, 1.55666, -0.168493, -0.0795317, 0.0798025, 0.580202, -0.0399759, 2.89679, -0.709302, 0.530464, -0.638747, 0.881025
0.0200109, -3.64283, -0.6431, -0.322279, 3.48553, 3.59203, -1.88029, 1.74851, -1.34137, 2.17644, -0.332525, 2.23178, 0.856544, -1.36766, -0.888832, 0.850258, -1.41306, -0.514269, 0.896732, 0.288339, 2.01575, -0.741986, 0.122465, -1.61271, -5.52885, -0.567353, -0.542334, -0.00776478, -0.226258, -0.567448, -0.545026, -0.645579, 1.57387, -0.15852, -0.0536847, 0.0910295, 0.571173, -0.0538272, 2.90369, -0.711925, 0.533825, -0.6508, 0.885023
0.0300163, -3.63224, -0.649715, -0.327907, 3.51136, 3.61812, -1.88992, 1.75584, -1.32308, 2.14596, -0.31728, 2.24475, 0.855652, -1.37067, -0.886452, 0.861542, -1.40014, -0.510779, 0.906835, 0.293513, 2.02608, -0.753351, 0.0854942, -1.56682, -5.49261, -0.552406, -0.51378, -0.0438023, -0.207556, -0.552958, -0.5162, -0.648761, 1.58464, -0.145409, -0.0301409, 0.101544, 0.562995, -0.072049, 2.90507, -0.721312, 0.540165, -0.66195, 0.896197
0.0400217, -3.6188, -0.657552, -0.331242, 3.53737, 3.64691, -1.90247, 1.75971, -1.29808, 2.12096, -0.298049, 2.25995, 0.859528, -1.37177, -0.89019, 0.864967, -1.38492, -0.507286, 0.922209, 0.296843, 2.03548, -0.765915, 0.0538431, -1.53, -5.46061, -0.541578, -0.484558, -0.0757503, -0.192473, -0.542558, -0.486753, -0.65069, 1.58933, -0.129456, -0.0123314, 0.116337, 0.556225, -0.0965279, 2.8967, -0.730278, 0.548145, -0.669212, 0.908034
0.0500271, -3.60274, -0.666312, -0.333262, 3.56633, 3.67725, -1.91612, 1.76447, -1.2636, 2.09757, -0.274644, 2.27749, 0.865356, -1.37296, -0.90332, 0.862297, -1.36788, -0.505505, 0.939755, 0.296428, 2.04317, -0.779269, 0.030546, -1.50184, -5.43475, -0.537658, -0.459369, -0.101092, -0.182646, -0.538997, -0.461401, -0.649372, 1.59356, -0.110518, 0.00433818, 0.132808, 0.543234, -0.128631, 2.88653, -0.735228, 0.554974, -0.675409, 0.915993
0.0600326, -3.58169, -0.674876, -0.33438, 3.59793, 3.7069, -1.92966, 1.77484, -1.22567, 2.07108, -0.247009, 2.2975, 0.871468, -1.37881, -0.913017, 0.854523, -1.34817, -0.509937, 0.959433, 0.291364, 2.04836, -0.792901, 0.0154898, -1.47649, -5.41173, -0.536563, -0.439766, -0.124749, -0.173227, -0.538248, -0.441656, -0.646373, 1.5981, -0.089944, 0.0229817, 0.147878, 0.524493, -0.158248, 2.87945, -0.736672, 0.562049, -0.676964, 0.921364
0.070038, -3.55776, -0.680989, -0.333298, 3.63087, 3.73526, -1.94428, 1.78365, -1.18937, 2.04887, -0.215242, 2.32012, 0.880524, -1.38444, -0.919769, 0.838615, -1.32916, -0.516002, 0.980517, 0.282811, 2.05039, -0.806219, 0.00288384, -1.45077, -5.38983, -0.533088, -0.420199, -0.150125, -0.159259, -0.535142, -0.421914, -0.642069, 1.6016, -0.0719058, 0.0400671, 0.155151, 0.517043, -0.178978, 2.88527, -0.73057, 0.567251, -0.67613, 0.919693
0.0800434, -3.53322, -0.68562, -0.330648, 3.66566, 3.76712, -1.96107, 1.79025, -1.15292, 2.03257, -0.179599, 2.3455, 0.89193, -1.39265, -0.938095, 0.818214, -1.312, -0.518008, 1.00043, 0.278635, 2.04868, -0.81859, -0.00769621, -1.42754, -5.3715, -0.527633, -0.401213, -0.175699, -0.144924, -0.530035, -0.402759, -0.636636, 1.60813, -0.0545946, 0.050647, 0.1575, 0.510595, -0.195929, 2.90123, -0.718058, 0.570952, -0.675372, 0.912158
0.0900488, -3.50824, -0.68823, -0.325193, 3.69979, 3.80078, -1.98142, 1.79642, -1.11463, 2.01747, -0.140495, 2.37376, 0.909828, -1.40299, -0.968521, 0.799408, -1.29204, -0.519995, 1.01728, 0.273545, 2.04281, -0.829381, -0.0133963, -1.40909, -5.35098, -0.523854, -0.388433, -0.20132, -0.132899, -0.526584, -0.389838, -0.630451, 1.61627, -0.0390559, 0.0531786, 0.156724, 0.507539, -0.211403, 2.90466, -0.702208, 0.57274, -0.67256, 0.900991
