Tiempo,Dorsiflexión-plantarflexión tobillo izquierdo_X,Dorsiflexión-plantarflexión tobillo izquierdo_Y,Dorsiflexión-plantarflexión tobillo izquierdo_X,Dorsiflexión-plantarflexión tobillo izquierdo_Y,Eversión-inversión tobillo derecho_X,Eversión-inversión tobillo derecho_Y,Eversión-inversión tobillo izquierdo_X,Eversión-inversión tobillo izquierdo_Y,Rotación tobillo derecho_X,Rotación tobillo derecho_Y,Rotación tobillo izquierdo_X,Rotación tobillo izquierdo_Y
0.00000,0.00000,-0.32264,0.00000,-0.23961,0.00000,-0.14637,0.00000,0.02390,0.00000,-0.02214,0.00000,-0.12186
0.01000,0.01000,-0.32565,0.01000,-0.24136,0.01000,-0.14422,0.01000,0.02248,0.01000,-0.01720,0.01000,-0.12775
0.02000,0.02000,-0.32930,0.02000,-0.24339,0.02000,-0.14152,0.02000,0.02077,0.02000,-0.01128,0.02000,-0.13475
0.03000,0.03000,-0.33353,0.03000,-0.24566,0.03000,-0.13827,0.03000,0.01882,0.03000,-0.00451,0.03000,-0.14269
0.04001,0.04000,-0.33825,0.04000,-0.24808,0.04000,-0.13450,0.04000,0.01667,0.04000,0.00292,0.04000,-0.15135
0.05001,0.05000,-0.34334,0.05000,-0.25057,0.05000,-0.13025,0.05000,0.01437,0.05000,0.01073,0.05000,-0.16044
0.06001,0.06000,-0.34866,0.06000,-0.25301,0.06000,-0.12562,0.06000,0.01201,0.06000,0.01859,0.06000,-0.16964
0.07001,0.07000,-0.35405,0.07000,-0.25531,0.07000,-0.12069,0.07000,0.00966,0.07000,0.02620,0.07000,-0.17865
0.08001,0.08000,-0.35932,0.08000,-0.25736,0.08000,-0.11559,0.08000,0.00740,0.08000,0.03323,0.08000,-0.18716
0.09001,0.09000,-0.36430,0.09000,-0.25906,0.09000,-0.11044,0.09000,0.00530,0.09000,0.03943,0.09000,-0.19493
0.10001,0.10000,-0.36883,0.10000,-0.26035,0.10000,-0.10538,0.10000,0.00341,0.10000,0.04460,0.10000,-0.20178
0.11002,0.11000,-0.37276,0.11000,-0.26115,0.11000,-0.10053,0.11000,0.00178,0.11000,0.04862,0.11000,-0.20756
0.12002,0.12000,-0.37597,0.12000,-0.26143,0.12000,-0.09601,0.12000,0.00043,0.12000,0.05141,0.12000,-0.21220
0.13002,0.13000,-0.37837,0.13000,-0.26116,0.13000,-0.09191,0.13000,-0.00063,0.13000,0.05302,0.13000,-0.21566
0.14002,0.14000,-0.37992,0.14000,-0.26036,0.14000,-0.08831,0.14000,-0.00141,0.14000,0.05349,0.14000,-0.21796
0.15002,0.15000,-0.38059,0.15000,-0.25903,0.15000,-0.08526,0.15000,-0.00193,0.15000,0.05294,0.15000,-0.21913
0.16002,0.16000,-0.38041,0.16000,-0.25722,0.16000,-0.08277,0.16000,-0.00221,0.16000,0.05151,0.16000,-0.21923
0.17002,0.17000,-0.37943,0.17000,-0.25497,0.17000,-0.08085,0.17000,-0.00229,0.17000,0.04930,0.17000,-0.21835
0.18003,0.18000,-0.37772,0.18000,-0.25234,0.18000,-0.07945,0.18000,-0.00219,0.18000,0.04645,0.18000,-0.21656
