Time, Pelvis Rotation, Pelvis Tilt, Pelvis Obliquity, Right Hip Flexion - Extension, Left Hip Flexion - Extension, Right Hip Abduction - Adduction, Left Hip Abduction - Adduction,  Right Hip Rotation,  Left Hip Rotation,  Right Knee Flexion - Extension,  Left Knee Flexion - Extension,  Right Knee Abduction - Adduction,  Left Knee Abduction - Adduction,  Right Knee Rotation,  Left Knee Rotation,  Right Ankle Dorsiflexion - Plantarflexion,  Left Ankle Dorsiflexion - Plantarflexion,  Right Ankle Eversion - Inversion,  Left Ankle Eversion - Inversion,  Right Ankle Abduction - Adduction,  Left Ankle Abduction - Adduction, Neck Flexion - Extension, Neck Lateral Flexion, Neck Rotation, Right Shoulder Flexion - Extension, Left Shoulder Flexion - Extension, Right Shoulder Abduction - Adduction, Left Shoulder Abduction - Adduction, Right Shoulder Rotation, Left Shoulder Rotation, Right Elbow Flexion - Extension, Left Elbow Flexion - Extension, Right Wrist Flexion - Extension, Left Wrist Flexion - Extension, Right Wrist Adduction - Abduction, Left Wrist Adduction - Abduction, Right Wrist Rotation, Left Wrist Rotation, Torso Flexion - Extension, Torso Abduction - Adduction, Torso Rotation, Torso Inclination
0, -0.381978, 0.657349, -0.985737, -1.79752, -1.46587, 1.37889, -1.88811, -0.240206, -1.29896, -0.897621, -1.19694, -0.241753, 1.27927, -0.437149, -0.360718, 0.249894, -0.221792, -1.75651, 1.40696, -0.554437, -2.29267, -7.58752, 2.43238, -3.91407, -3.39639, -6.43468, 3.42708, -0.878289, -3.31987, -6.45487, -1.2009, -3.95979, 0.742692, -1.01197, -2.465, 2.66592, 0.218112, -9.50989, -2.49683, -0.419419, -0.862985, 2.53836
0.0100048, -0.3717, 0.667459, -0.983782, -1.84723, -1.47899, 1.30446, -1.89013, -0.288544, -1.33877, -0.894503, -1.21659, -0.159943, 1.27679, -0.371979, -0.330566, 0.261973, -0.217022, -1.75728, 1.40996, -0.562706, -2.28399, -7.64217, 2.49855, -3.87877, -3.40538, -6.34721, 3.33651, -0.961575, -3.32912, -6.36958, -1.16776, -3.60516, -0.253889, -0.718926, -1.5976, 1.84542, 0.716816, -10.3779, -2.50483, -0.413845, -0.876154, 2.54536
0.0200096, -0.357645, 0.685572, -0.978937, -1.87988, -1.51307, 1.31287, -1.88972, -0.332147, -1.37041, -0.889964, -1.23782, -0.163147, 1.27003, -0.310738, -0.306778, 0.276328, -0.213084, -1.74889, 1.41119, -0.573728, -2.27245, -7.68944, 2.57103, -3.82754, -3.39167, -6.20838, 3.25061, -0.92126, -3.31577, -6.2305, -1.16852, -3.17278, -1.08936, 1.45353, -0.78254, 0.37203, 1.08628, -11.0225, -2.51352, -0.410416, -0.887665, 2.55341
0.0300145, -0.351452, 0.710016, -0.976115, -1.8862, -1.56467, 1.38818, -1.88165, -0.40461, -1.36206, -0.883931, -1.25934, -0.235229, 1.25516, -0.238953, -0.314011, 0.28734, -0.210996, -1.74025, 1.41462, -0.587525, -2.25805, -7.71557, 2.6275, -3.76059, -3.36709, -6.02104, 3.1944, -0.775447, -3.29128, -6.04058, -1.17858, -2.82628, -1.66894, 5.28615, -0.107202, -1.22425, 1.31916, -10.7972, -2.5225, -0.404517, -0.911858, 2.56143
0.0400193, -0.359509, 0.747264, -0.979988, -1.88524, -1.63069, 1.48991, -1.85461, -0.523704, -1.31854, -0.87639, -1.27958, -0.340691, 1.22872, -0.152641, -0.344345, 0.306099, -0.213885, -1.73562, 1.41822, -0.603922, -2.24097, -7.70284, 2.6501, -3.70355, -3.3457, -5.76343, 3.1777, -0.523163, -3.26992, -5.77752, -1.14509, -2.74676, -1.93053, 9.94608, 0.305603, -2.45262, 1.24816, -8.882, -2.52392, -0.388258, -0.950451, 2.56035
0.0500241, -0.36417, 0.778199, -0.985416, -1.85616, -1.70524, 1.59869, -1.81007, -0.669296, -1.25184, -0.867321, -1.29678, -0.45742, 1.1876, -0.0481491, -0.396919, 0.324249, -0.213828, -1.72546, 1.4209, -0.622545, -2.22167, -7.65268, 2.64093, -3.66562, -3.33509, -5.44254, 3.20045, -0.198405, -3.25945, -5.4482, -1.05429, -2.97924, -1.83992, 14.2636, 0.351661, -3.40533, 0.880912, -5.93781, -2.5383, -0.366053, -0.979922, 2.57115
0.0600289, -0.347805, 0.782398, -0.989238, -1.76918, -1.76654, 1.71667, -1.75466, -0.813714, -1.15777, -0.85661, -1.30919, -0.5793, 1.13766, 0.0713272, -0.485008, 0.339634, -0.212245, -1.72671, 1.41757, -0.642851, -2.20079, -7.56722, 2.60118, -3.65971, -3.33691, -5.10313, 3.27661, 0.1262, -3.26082, -5.09949, -0.941135, -3.46235, -1.4132, 17.4242, -0.0918355, -4.20205, 0.511915, -3.71981, -2.58436, -0.341831, -0.980855, 2.61307
0.0700337, -0.317443, 0.776941, -0.987529, -1.65615, -1.81829, 1.86874, -1.69501, -0.910184, -1.03856, -0.843956, -1.31526, -0.735191, 1.07655, 0.157692, -0.606506, 0.359514, -0.211753, -1.72647, 1.41284, -0.664184, -2.17922, -7.45709, 2.54112, -3.70183, -3.32827, -4.81249, 3.39147, 0.36061, -3.25141, -4.80284, -0.845909, -4.0464, -0.752111, 19.3976, -0.999586, -4.75678, 0.217625, -2.92217, -2.64296, -0.319835, -0.958258, 2.66794
0.0800386, -0.273274, 0.78808, -0.984121, -1.74257, -1.84421, 2.0064, -1.65694, -0.602883, -0.963674, -0.828835, -1.31387, -0.876709, 1.03425, -0.158203, -0.687836, 0.37152, -0.2082, -1.72125, 1.40874, -0.685868, -2.15797, -7.3307, 2.48201, -3.79223, -3.28453, -4.62875, 3.4975, 0.453542, -3.20808, -4.61845, -0.8242, -4.57893, 0.301102, 20.6149, -2.29708, -5.10682, -0.292695, -2.91809, -2.68641, -0.299415, -0.912871, 2.70814
0.0900434, -0.217118, 0.819164, -0.974026, -2.0119, -1.87477, 2.37153, -1.61911, 0.742718, -0.914477, -0.810584, -1.30449, -1.2519, 0.985725, -1.50506, -0.749283, 0.380374, -0.208423, -1.72102, 1.40741, -0.707295, -2.13809, -7.20271, 2.43922, -3.921, -3.21132, -4.58282, 3.56938, 0.404278, -3.13752, -4.57578, -0.893543, -4.95713, 1.68555, 21.2817, -3.72853, -5.34737, -1.17139, -3.0958, -2.70943, -0.287738, -0.853223, 2.72925
