Tiempo;Evento
3.6;Posición inicial
6.26;< Contacto inicial derecho
6.34;> Despegue izquierdo
6.86;< Contacto inicial izquierdo
6.93;> Despegue derecho
7.5;< Contacto inicial derecho
7.59;> Despegue izquierdo
8.07;< Contacto inicial izquierdo
8.14;> Despegue derecho
8.68;< Contacto inicial derecho
8.78;> Despegue izquierdo
9.27;< Contacto inicial izquierdo
9.34;> Despegue derecho
9.9;< Contacto inicial derecho
9.99;> Despegue izquierdo
10.47;< Contacto inicial izquierdo
10.55;> Despegue derecho
11.08;< Contacto inicial derecho
11.17;> Despegue izquierdo
11.63;< Contacto inicial izquierdo
11.7;> Despegue derecho
12.23;< Contacto inicial derecho
12.31;> Despegue izquierdo
12.74;< Contacto inicial izquierdo
12.82;> Despegue derecho
13.35;< Contacto inicial derecho
13.43;> Despegue izquierdo
13.88;< Contacto inicial izquierdo
13.96;> Despegue derecho
14.48;< Contacto inicial derecho
14.56;> Despegue izquierdo
15.02;< Contacto inicial izquierdo
15.1;> Despegue derecho
15.64;< Contacto inicial derecho
15.73;> Despegue izquierdo
16.21;< Contacto inicial izquierdo
16.27;> Despegue derecho
16.8;< Contacto inicial derecho
16.89;> Despegue izquierdo
17.32;< Contacto inicial izquierdo
17.39;> Despegue derecho
17.92;< Contacto inicial derecho
18;> Despegue izquierdo
18.48;< Contacto inicial izquierdo
18.56;> Despegue derecho
19.1;< Contacto inicial derecho
19.18;> Despegue izquierdo
19.65;< Contacto inicial izquierdo
19.72;> Despegue derecho
20.27;< Contacto inicial derecho
20.37;> Despegue izquierdo
20.88;< Contacto inicial izquierdo
20.95;> Despegue derecho
21.57;< Contacto inicial derecho
21.65;> Despegue izquierdo
22.08;< Contacto inicial izquierdo
22.17;> Despegue derecho
23.15;< Contacto inicial izquierdo
23.17;> Despegue derecho
23.97;< Contacto inicial derecho
24.08;> Despegue izquierdo
24.62;< Contacto inicial izquierdo
24.69;> Despegue derecho
25.26;< Contacto inicial derecho
25.34;> Despegue izquierdo
25.79;< Contacto inicial izquierdo
25.87;> Despegue derecho
26.4;< Contacto inicial derecho
26.49;> Despegue izquierdo
26.94;< Contacto inicial izquierdo
27.01;> Despegue derecho
27.52;< Contacto inicial derecho
27.6;> Despegue izquierdo
28.07;< Contacto inicial izquierdo
28.14;> Despegue derecho
28.65;< Contacto inicial derecho
28.74;> Despegue izquierdo
29.22;< Contacto inicial izquierdo
29.3;> Despegue derecho
29.86;< Contacto inicial derecho
29.94;> Despegue izquierdo
30.4;< Contacto inicial izquierdo
30.47;> Despegue derecho
30.99;< Contacto inicial derecho
31.08;> Despegue izquierdo
31.57;< Contacto inicial izquierdo
31.64;> Despegue derecho
32.15;< Contacto inicial derecho
32.24;> Despegue izquierdo
32.71;< Contacto inicial izquierdo
32.77;> Despegue derecho
33.28;< Contacto inicial derecho
33.37;> Despegue izquierdo
33.85;< Contacto inicial izquierdo
33.92;> Despegue derecho
34.45;< Contacto inicial derecho
34.53;> Despegue izquierdo
34.97;< Contacto inicial izquierdo
35.03;> Despegue derecho
35.56;< Contacto inicial derecho
35.64;> Despegue izquierdo
36.1;< Contacto inicial izquierdo
36.16;> Despegue derecho
36.64;< Contacto inicial derecho
36.73;> Despegue izquierdo
37.18;< Contacto inicial izquierdo
37.25;> Despegue derecho
37.74;< Contacto inicial derecho
37.82;> Despegue izquierdo
38.27;< Contacto inicial izquierdo
38.35;> Despegue derecho
38.84;< Contacto inicial derecho
38.93;> Despegue izquierdo
39.23;< Contacto inicial izquierdo
39.31;> Despegue derecho
40.27;< Contacto inicial izquierdo
40.38;> Despegue derecho
41.23;< Contacto inicial derecho
41.33;> Despegue izquierdo
41.84;< Contacto inicial izquierdo
41.89;> Despegue derecho
42.43;< Contacto inicial derecho
42.51;> Despegue izquierdo
42.96;< Contacto inicial izquierdo
43.03;> Despegue derecho
43.55;< Contacto inicial derecho
43.63;> Despegue izquierdo
44.07;< Contacto inicial izquierdo
44.14;> Despegue derecho
44.65;< Contacto inicial derecho
44.74;> Despegue izquierdo
45.2;< Contacto inicial izquierdo
45.27;> Despegue derecho
45.79;< Contacto inicial derecho
45.88;> Despegue izquierdo
46.34;< Contacto inicial izquierdo
46.41;> Despegue derecho
46.93;< Contacto inicial derecho
47.01;> Despegue izquierdo
47.47;< Contacto inicial izquierdo
47.54;> Despegue derecho
48.04;< Contacto inicial derecho
48.12;> Despegue izquierdo
48.58;< Contacto inicial izquierdo
48.65;> Despegue derecho
49.14;< Contacto inicial derecho
49.22;> Despegue izquierdo
49.68;< Contacto inicial izquierdo
49.75;> Despegue derecho
50.27;< Contacto inicial derecho
50.36;> Despegue izquierdo
50.81;< Contacto inicial izquierdo
50.88;> Despegue derecho
51.38;< Contacto inicial derecho
51.47;> Despegue izquierdo
51.92;< Contacto inicial izquierdo
52;> Despegue derecho
52.54;< Contacto inicial derecho
52.64;> Despegue izquierdo
53.17;< Contacto inicial izquierdo
53.25;> Despegue derecho
53.84;< Contacto inicial derecho
53.91;> Despegue izquierdo
54.39;< Contacto inicial izquierdo
54.44;> Despegue derecho
54.95;< Contacto inicial derecho
55.03;> Despegue izquierdo
55.49;< Contacto inicial izquierdo
55.56;> Despegue derecho
56.09;< Contacto inicial derecho
56.18;> Despegue izquierdo
56.7;< Contacto inicial izquierdo
56.79;> Despegue derecho
58.82;< Contacto inicial derecho
58.9;> Despegue izquierdo
59.31;< Contacto inicial izquierdo
59.37;> Despegue derecho
59.89;< Contacto inicial derecho
59.98;> Despegue izquierdo
60.42;< Contacto inicial izquierdo
60.49;> Despegue derecho
61.01;< Contacto inicial derecho
61.1;> Despegue izquierdo
61.56;< Contacto inicial izquierdo
61.63;> Despegue derecho
62.17;< Contacto inicial derecho
62.26;> Despegue izquierdo
62.71;< Contacto inicial izquierdo
62.78;> Despegue derecho
63.3;< Contacto inicial derecho
63.38;> Despegue izquierdo
63.82;< Contacto inicial izquierdo
63.88;> Despegue derecho
64.39;< Contacto inicial derecho
64.47;> Despegue izquierdo
64.92;< Contacto inicial izquierdo
64.99;> Despegue derecho
65.5;< Contacto inicial derecho
65.59;> Despegue izquierdo
66.05;< Contacto inicial izquierdo
66.12;> Despegue derecho
66.67;< Contacto inicial derecho
66.75;> Despegue izquierdo
67.23;< Contacto inicial izquierdo
67.3;> Despegue derecho
67.87;< Contacto inicial derecho
67.98;> Despegue izquierdo
