Time, Pelvis Rotation, Pelvis Tilt, Pelvis Obliquity, Right Hip Flexion - Extension, Left Hip Flexion - Extension, Right Hip Abduction - Adduction, Left Hip Abduction - Adduction,  Right Hip Rotation,  Left Hip Rotation,  Right Knee Flexion - Extension,  Left Knee Flexion - Extension,  Right Knee Abduction - Adduction,  Left Knee Abduction - Adduction,  Right Knee Rotation,  Left Knee Rotation,  Right Ankle Dorsiflexion - Plantarflexion,  Left Ankle Dorsiflexion - Plantarflexion,  Right Ankle Eversion - Inversion,  Left Ankle Eversion - Inversion,  Right Ankle Abduction - Adduction,  Left Ankle Abduction - Adduction, Neck Flexion - Extension, Neck Lateral Flexion, Neck Rotation, Right Shoulder Flexion - Extension, Left Shoulder Flexion - Extension, Right Shoulder Abduction - Adduction, Left Shoulder Abduction - Adduction, Right Shoulder Rotation, Left Shoulder Rotation, Right Elbow Flexion - Extension, Left Elbow Flexion - Extension, Right Wrist Flexion - Extension, Left Wrist Flexion - Extension, Right Wrist Adduction - Abduction, Left Wrist Adduction - Abduction, Right Wrist Rotation, Left Wrist Rotation, Torso Flexion - Extension, Torso Abduction - Adduction, Torso Rotation, Torso Inclination
0, 0.165873, -0.115176, 0.020626, 0.0883531, 0.0893075, -0.151138, 0.175552, -0.129249, 0.440858, 4.96166e-05, -0.0110106, -0.0213165, 0.114655, 0.0467606, -0.406219, 0.0250092, 0.0493692, 0.242725, -0.265473, -0.339863, 0.327761, 0.710758, -0.228113, -0.089473, -0.551948, -0.424228, 0.294398, -0.194025, -0.553036, -0.427089, -0.094753, -0.154906, 0.336957, 0.156352, -0.293538, 0.125267, -0.307618, 0.72634, -0.344333, -0.302374, -1.29961, 0.463447
0.0100029, 0.182438, -0.121195, 0.0147917, 0.0897681, 0.0950616, -0.153854, 0.177376, -0.122405, 0.437613, -0.00153608, -0.00931743, -0.020874, 0.115921, 0.059021, -0.417358, 0.0251515, 0.0489537, 0.241572, -0.263648, -0.338004, 0.329518, 0.699665, -0.234871, -0.0983172, -0.543026, -0.423334, 0.288475, -0.194937, -0.544084, -0.426177, -0.0949554, -0.159702, 0.318186, 0.162578, -0.275997, 0.115451, -0.28528, 0.718887, -0.325104, -0.30003, -1.30098, 0.447434
0.0200058, 0.199686, -0.126841, 0.0103732, 0.0904393, 0.10402, -0.155029, 0.179497, -0.113173, 0.427689, -0.00307354, -0.00747426, -0.0190506, 0.116783, 0.0651245, -0.424995, 0.0262034, 0.0469505, 0.237935, -0.261873, -0.336338, 0.332087, 0.693378, -0.244489, -0.10619, -0.530084, -0.42122, 0.283404, -0.198441, -0.531132, -0.42407, -0.0985262, -0.16817, 0.299288, 0.168507, -0.26328, 0.110524, -0.277234, 0.733268, -0.308296, -0.296165, -1.29463, 0.432363
0.0300086, 0.215932, -0.130403, 0.00781632, 0.0904336, 0.113077, -0.154167, 0.18251, -0.104539, 0.414147, -0.00445716, -0.00559853, -0.0159225, 0.114365, 0.0727234, -0.428612, 0.0269786, 0.0449208, 0.231919, -0.259835, -0.335103, 0.335565, 0.684768, -0.244434, -0.111001, -0.516983, -0.424011, 0.276724, -0.207996, -0.518048, -0.426941, -0.0967021, -0.16979, 0.281376, 0.175274, -0.257546, 0.109162, -0.286331, 0.748258, -0.291138, -0.288273, -1.27932, 0.41431
0.0400115, 0.231414, -0.133166, 0.00648639, 0.0920698, 0.121646, -0.149124, 0.186005, -0.0914513, 0.402474, -0.00558434, -0.00383476, -0.0173111, 0.109489, 0.0784225, -0.432045, 0.0280052, 0.044452, 0.226797, -0.257821, -0.33457, 0.340008, 0.67185, -0.243619, -0.118523, -0.506245, -0.428959, 0.273122, -0.220556, -0.507351, -0.432043, -0.0863361, -0.163566, 0.270982, 0.182809, -0.261861, 0.111985, -0.311827, 0.757178, -0.270321, -0.280059, -1.26059, 0.393542
0.0500144, 0.244783, -0.135298, 0.00598581, 0.0946459, 0.130756, -0.141998, 0.189384, -0.0736502, 0.394272, -0.00636607, -0.00233894, -0.0205307, 0.100342, 0.0725403, -0.434586, 0.0285992, 0.0449907, 0.222057, -0.251337, -0.335033, 0.34542, 0.654455, -0.243966, -0.127968, -0.495492, -0.42954, 0.27238, -0.228371, -0.496644, -0.432747, -0.0743421, -0.157467, 0.277533, 0.181608, -0.278144, 0.121842, -0.347241, 0.75461, -0.248401, -0.272081, -1.24271, 0.372414
0.0600173, 0.256467, -0.13595, 0.00522343, 0.0952176, 0.136593, -0.139359, 0.192566, -0.0536901, 0.388049, -0.00673519, -0.00125645, -0.0182571, 0.0908585, 0.067009, -0.435631, 0.0273716, 0.0448381, 0.215443, -0.242769, -0.336788, 0.351743, 0.644876, -0.246496, -0.144103, -0.482131, -0.427604, 0.269977, -0.225556, -0.483319, -0.430799, -0.0684807, -0.152171, 0.297334, 0.160117, -0.310625, 0.133752, -0.382916, 0.738637, -0.222448, -0.262536, -1.22556, 0.347752
0.0700202, 0.266769, -0.135756, 0.00312219, 0.0955365, 0.140112, -0.139061, 0.194611, -0.0362478, 0.384028, -0.00665203, -0.00069725, -0.0174103, 0.0825424, 0.0691681, -0.434418, 0.0280109, 0.0484179, 0.211955, -0.234676, -0.340114, 0.35885, 0.643201, -0.247288, -0.15422, -0.463324, -0.421193, 0.265789, -0.216996, -0.464532, -0.42427, -0.0694838, -0.147845, 0.320991, 0.137361, -0.345236, 0.141296, -0.414849, 0.727838, -0.19154, -0.25241, -1.20933, 0.320088
0.080023, 0.278708, -0.137873, -0.00207499, 0.0981335, 0.143106, -0.144226, 0.196686, -0.0184538, 0.379784, -0.00610725, -0.000713159, -0.0170822, 0.0778885, 0.0635376, -0.434868, 0.0299891, 0.0507148, 0.211309, -0.229216, -0.345244, 0.366549, 0.652601, -0.249121, -0.160833, -0.445576, -0.416415, 0.268267, -0.22326, -0.446849, -0.419567, -0.0718767, -0.14798, 0.33796, 0.131494, -0.371197, 0.151606, -0.438954, 0.741909, -0.166743, -0.239263, -1.19302, 0.29449
0.0900259, 0.294698, -0.139378, -0.00743119, 0.101355, 0.14374, -0.148468, 0.197914, -0.00236341, 0.373256, -0.00512251, -0.00128246, -0.0187454, 0.076767, 0.060173, -0.434303, 0.0272088, 0.049703, 0.211614, -0.225657, -0.352337, 0.374588, 0.667143, -0.248398, -0.166398, -0.430785, -0.411176, 0.271212, -0.233383, -0.432157, -0.414452, -0.0705, -0.149811, 0.340593, 0.136516, -0.382615, 0.162728, -0.455378, 0.770448, -0.146013, -0.224884, -1.17411, 0.270641
