Tiempo;Cuaternión X;Cuaternión Y;Cuaternión Z;Cuaternión W
0.00282955;0.0317671;-0.713429;-0.105005;-0.689646
0.0129108;0.0317053;-0.713453;-0.104868;-0.689645
0.0229921;0.031634;-0.713471;-0.104753;-0.689647
0.0330729;0.0315779;-0.713473;-0.10467;-0.68966
0.0431552;0.0315292;-0.713456;-0.104617;-0.689687
0.0532365;0.031473;-0.713416;-0.104667;-0.689724
0.0633178;0.0313938;-0.713362;-0.104748;-0.689771
0.0733986;0.031285;-0.713311;-0.104723;-0.689833
0.0834799;0.0311845;-0.713267;-0.104623;-0.689898
0.0935612;0.0311768;-0.713222;-0.104564;-0.689954
0.103643;0.0312026;-0.713162;-0.104601;-0.690009
0.113724;0.0312153;-0.713101;-0.104705;-0.690056
0.123806;0.031267;-0.713037;-0.104798;-0.690106
0.133887;0.031316;-0.712986;-0.10485;-0.690148
0.143968;0.0314284;-0.712956;-0.104895;-0.690168
0.154049;0.0315632;-0.71294;-0.104961;-0.690167
0.164131;0.0316736;-0.712922;-0.10503;-0.690171
0.174212;0.0317712;-0.712912;-0.105084;-0.690168
0.184289;0.0318316;-0.712895;-0.1051;-0.690181
0.194372;0.0318641;-0.712881;-0.105085;-0.690196
0.204452;0.0318912;-0.712865;-0.105078;-0.690213
0.214533;0.0319498;-0.712861;-0.105068;-0.690216
0.224615;0.03199;-0.71287;-0.105051;-0.690207
0.234696;0.0320273;-0.712897;-0.105042;-0.690178
0.244777;0.0320589;-0.712927;-0.10506;-0.690143
0.254858;0.0320833;-0.712984;-0.105066;-0.690082
0.26494;0.032077;-0.713059;-0.105049;-0.690007
0.275022;0.0320772;-0.713147;-0.105005;-0.689923
0.285103;0.032099;-0.713241;-0.104989;-0.689827
0.295184;0.032178;-0.713333;-0.105001;-0.689727
0.305265;0.0322768;-0.713418;-0.105037;-0.689629
0.315346;0.032365;-0.713496;-0.105091;-0.689536
0.345591;0.0325758;-0.713715;-0.10514;-0.689292
0.355672;0.0326684;-0.713787;-0.10514;-0.689213
0.365754;0.0327596;-0.713859;-0.105124;-0.689136
0.375831;0.0328377;-0.71393;-0.105086;-0.689065
0.385912;0.0328648;-0.713997;-0.105001;-0.689007
0.395993;0.0328958;-0.714057;-0.104905;-0.688958
0.406075;0.0329077;-0.714108;-0.104816;-0.688919
0.416156;0.0328944;-0.714152;-0.104718;-0.688888
0.426238;0.0328652;-0.714191;-0.104612;-0.688865
0.436319;0.0327995;-0.714223;-0.104466;-0.688857
0.446401;0.0327647;-0.71425;-0.104333;-0.688851
0.456481;0.0327206;-0.714264;-0.104233;-0.688854
0.466562;0.0326736;-0.71426;-0.104163;-0.688871
0.476644;0.0326368;-0.71425;-0.104111;-0.68889
0.486726;0.032681;-0.714233;-0.104141;-0.688902
0.496807;0.0327077;-0.714214;-0.104185;-0.688913
0.506887;0.0327401;-0.714188;-0.104209;-0.688935
0.516969;0.0328133;-0.714155;-0.104217;-0.688964
0.52705;0.0328746;-0.714119;-0.104226;-0.688997
0.537132;0.0328743;-0.714082;-0.104188;-0.689042
0.547213;0.0328462;-0.714034;-0.104134;-0.689101
0.557294;0.0328228;-0.714003;-0.104031;-0.68915
0.567376;0.0327924;-0.713962;-0.103944;-0.689207
0.577454;0.0327912;-0.713915;-0.103915;-0.68926
0.587535;0.0327819;-0.713872;-0.103934;-0.689302
0.597616;0.0328126;-0.713839;-0.103947;-0.689333
0.607697;0.0327874;-0.713817;-0.1039;-0.689364
0.617778;0.032715;-0.71381;-0.103764;-0.689395
0.62786;0.0325809;-0.713838;-0.103523;-0.689409
0.637941;0.0324307;-0.713871;-0.103228;-0.689426
0.648023;0.0323484;-0.713901;-0.103039;-0.689427
