Tiempo;Cuaternión X;Cuaternión Y;Cuaternión Z;Cuaternión W
0.000948429;0.390966;0.4437;0.336411;0.730569
0.0110607;0.390951;0.443708;0.336429;0.730564
0.0211744;0.390947;0.443722;0.336437;0.730554
0.0312862;0.390945;0.443726;0.336452;0.730546
0.0414;0.390951;0.443728;0.336463;0.730536
0.0515127;0.390952;0.44373;0.336463;0.730534
0.061626;0.390953;0.443725;0.336468;0.730535
0.0717392;0.39096;0.443729;0.336464;0.73053
0.0818515;0.390963;0.443733;0.336474;0.730521
0.0919647;0.390952;0.443742;0.3365;0.73051
0.102078;0.390934;0.443778;0.336545;0.730477
0.112191;0.390902;0.44381;0.336594;0.730452
0.122303;0.390868;0.44384;0.336639;0.730432
0.132416;0.390833;0.443877;0.336683;0.730408
0.142529;0.390828;0.443885;0.336699;0.730398
0.152642;0.390832;0.443874;0.336699;0.730402
0.162755;0.390827;0.443884;0.336683;0.730407
0.172868;0.390835;0.443876;0.336679;0.730408
0.182981;0.390838;0.443876;0.336677;0.730408
0.193089;0.390868;0.443849;0.336621;0.730435
0.203203;0.390913;0.443806;0.336547;0.730471
0.213315;0.390933;0.443774;0.336481;0.730509
0.223429;0.390977;0.443743;0.336405;0.730539
0.233541;0.391023;0.443706;0.336337;0.730569
0.243654;0.391042;0.443687;0.336312;0.730582
0.253767;0.391055;0.443679;0.336294;0.730588
0.26388;0.391071;0.443672;0.336276;0.730592
0.273993;0.391067;0.443666;0.33627;0.730601
0.284106;0.39108;0.44366;0.336254;0.730605
0.294219;0.39112;0.443632;0.336205;0.730623
0.304332;0.39115;0.443601;0.336145;0.730653
0.314445;0.391177;0.443579;0.336085;0.73068
0.324558;0.391198;0.443555;0.336033;0.730707
0.334671;0.391235;0.443531;0.335976;0.730728
0.344783;0.39123;0.443534;0.335986;0.730724
0.354897;0.391216;0.443545;0.336;0.730718
0.365009;0.391216;0.443546;0.336014;0.730712
0.375123;0.391213;0.443548;0.336028;0.730705
0.385231;0.391214;0.443554;0.336034;0.730698
0.395344;0.3912;0.443561;0.336041;0.730698
0.405457;0.391191;0.443569;0.336044;0.730697
0.415569;0.391172;0.443582;0.336053;0.730696
0.425683;0.391179;0.443577;0.336064;0.730689
0.435796;0.391166;0.443596;0.33607;0.730682
0.445909;0.39115;0.443604;0.336097;0.730674
0.456021;0.391137;0.443616;0.336118;0.730664
0.466135;0.391125;0.443627;0.336137;0.730654
0.476247;0.391112;0.443639;0.336156;0.730646
0.486361;0.391111;0.443635;0.336176;0.730639
0.496474;0.391109;0.44364;0.336167;0.730641
0.506586;0.391112;0.443642;0.336173;0.730636
0.516699;0.391107;0.443649;0.336164;0.730638
0.526812;0.39112;0.443648;0.336167;0.730631
