Tiempo;Cuaternión X;Cuaternión Y;Cuaternión Z;Cuaternión W
0.00379276;0.134339;0.631165;0.461295;-0.606151
0.0137572;0.134365;0.631139;0.461377;-0.60611
0.0237222;0.134367;0.631134;0.461422;-0.606079
0.0336866;0.134335;0.631134;0.461478;-0.606045
0.0436511;0.134286;0.631147;0.46152;-0.606009
0.0536156;0.134243;0.631162;0.461546;-0.605983
0.0635805;0.134222;0.631174;0.461541;-0.605979
0.0735445;0.13415;0.631197;0.461481;-0.606017
0.0835104;0.134072;0.63123;0.461403;-0.60606
0.0934749;0.133993;0.63126;0.461333;-0.606099
0.103439;0.133903;0.631298;0.461237;-0.606152
0.113404;0.133803;0.631343;0.461151;-0.606193
0.125859;0.133753;0.631378;0.461155;-0.606165
0.135824;0.133716;0.631407;0.461133;-0.606159
0.145789;0.133683;0.631428;0.461132;-0.606146
0.155754;0.133653;0.631431;0.46116;-0.606128
0.165718;0.13365;0.631421;0.461218;-0.606095
0.175683;0.13372;0.63139;0.461347;-0.606013
0.185647;0.13379;0.631356;0.461466;-0.605943
0.195608;0.133868;0.631324;0.461572;-0.605878
0.205573;0.133948;0.631286;0.461691;-0.605809
0.215538;0.134;0.631265;0.461735;-0.605786
0.225501;0.133933;0.631261;0.461641;-0.605877
0.235466;0.13387;0.631261;0.461538;-0.60597
0.245431;0.133827;0.631243;0.461459;-0.606058
0.255395;0.133785;0.631223;0.461378;-0.606149
0.26536;0.133786;0.631206;0.461302;-0.606225
0.275325;0.13388;0.631166;0.461327;-0.606226
0.287781;0.133995;0.631126;0.461357;-0.606221
0.297745;0.134076;0.631097;0.461386;-0.60621
0.30771;0.134171;0.631068;0.461396;-0.606212
0.317674;0.134244;0.631043;0.461385;-0.606229
0.327639;0.134286;0.63102;0.46137;-0.606257
0.337604;0.134331;0.631005;0.461336;-0.606288
0.347568;0.134392;0.63098;0.46131;-0.60632
0.357533;0.134449;0.63095;0.46129;-0.606354
0.367497;0.134527;0.630901;0.461293;-0.606385
0.377462;0.134625;0.630864;0.461289;-0.606405
0.387426;0.134716;0.630827;0.461271;-0.606437
0.397387;0.134798;0.630797;0.461263;-0.606456
0.407351;0.134867;0.630779;0.461257;-0.606464
0.417316;0.134898;0.630749;0.461264;-0.606482
0.427281;0.134878;0.63074;0.461224;-0.606526
0.437245;0.134866;0.630739;0.461172;-0.60657
0.44721;0.134852;0.630738;0.461116;-0.606617
0.457175;0.134836;0.630742;0.461043;-0.606672
0.46963;0.134886;0.630755;0.461008;-0.606674
0.479595;0.134949;0.630761;0.460987;-0.60667
0.48956;0.135;0.63077;0.460981;-0.606653
0.499524;0.135065;0.630765;0.460972;-0.606651
0.509489;0.135103;0.630773;0.460935;-0.606662
0.519454;0.135145;0.630779;0.460945;-0.606639
0.529418;0.135185;0.630765;0.461001;-0.606603
0.539382;0.135242;0.630763;0.460988;-0.606601
0.549347;0.135301;0.630751;0.461014;-0.606581
0.559312;0.135353;0.630732;0.461108;-0.606518
0.569276;0.13539;0.630704;0.461188;-0.606478
0.579241;0.135393;0.63068;0.461259;-0.606448
0.589205;0.135374;0.630648;0.461359;-0.60641
0.599167;0.135385;0.630618;0.461432;-0.606383
0.609131;0.135428;0.630584;0.461458;-0.606388
0.619096;0.135536;0.630545;0.461505;-0.606369
0.62906;0.135646;0.630523;0.461544;-0.606338
0.639025;0.135751;0.630517;0.461565;-0.606304
0.64899;0.135836;0.630543;0.461575;-0.606252
0.658954;0.135894;0.630613;0.461535;-0.606195
0.668919;0.1359;0.630704;0.461476;-0.606145
0.678884;0.135895;0.630802;0.461435;-0.606075
0.688848;0.13589;0.630899;0.4614;-0.606002
0.698812;0.135902;0.630973;0.461389;-0.605931
0.708777;0.135936;0.631035;0.461376;-0.605868
0.718742;0.135956;0.631075;0.461348;-0.605843
0.728706;0.135966;0.631101;0.461349;-0.605813
0.738671;0.135979;0.631121;0.461348;-0.605791
0.748636;0.135993;0.631149;0.461339;-0.605765
0.7586;0.136014;0.631172;0.461338;-0.605736
0.771056;0.136006;0.631212;0.461329;-0.605704
0.781021;0.136007;0.63124;0.461326;-0.605676
0.790985;0.136008;0.631275;0.461315;-0.605648
0.800946;0.136038;0.631291;0.461327;-0.605616
0.81091;0.136058;0.631311;0.461359;-0.605566
0.820875;0.13609;0.631338;0.461413;-0.60549
0.83084;0.136101;0.631364;0.461482;-0.605408
0.840804;0.136117;0.631398;0.461534;-0.605329
0.850769;0.136139;0.63143;0.461574;-0.60526
0.860734;0.13618;0.631457;0.461598;-0.605204
0.870698;0.136245;0.63148;0.461617;-0.605152
0.880662;0.136303;0.631499;0.461642;-0.6051
0.890627;0.136341;0.631527;0.461653;-0.605052
0.900591;0.136368;0.631572;0.461639;-0.60501
0.910556;0.136375;0.631619;0.461616;-0.604978
0.920521;0.136355;0.63167;0.461573;-0.604961
