Tiempo;Cuaternión X;Cuaternión Y;Cuaternión Z;Cuaternión W
0.00995731;0.471859;-0.416271;-0.771316;-0.0759448
0.0201244;0.471839;-0.416286;-0.77131;-0.0760419
0.0302911;0.471793;-0.416319;-0.771315;-0.0760932
0.0404582;0.471772;-0.416348;-0.77131;-0.0761201
0.0506253;0.47177;-0.416364;-0.7713;-0.0761505
0.0607929;0.471772;-0.416376;-0.771287;-0.0761933
0.07096;0.471763;-0.416405;-0.771275;-0.07622
0.0811276;0.471776;-0.416436;-0.771249;-0.0762299
0.0912938;0.471784;-0.416465;-0.771228;-0.0762412
0.101461;0.471791;-0.41649;-0.77121;-0.076236
0.111628;0.471808;-0.416507;-0.771192;-0.0762257
0.121792;0.471844;-0.416513;-0.771174;-0.0761519
0.131958;0.471889;-0.416517;-0.771151;-0.0760826
0.142126;0.471918;-0.416486;-0.771153;-0.0760502
0.152293;0.471936;-0.416467;-0.771156;-0.0760114
0.162459;0.471954;-0.416462;-0.771152;-0.075971
0.172626;0.471961;-0.416461;-0.771148;-0.075964
0.182794;0.471954;-0.416454;-0.771158;-0.0759558
0.192961;0.471935;-0.416449;-0.771172;-0.0759561
0.203128;0.471901;-0.416446;-0.771192;-0.0759758
0.213295;0.471873;-0.416448;-0.77121;-0.075957
0.223463;0.471874;-0.416423;-0.771227;-0.0759159
0.233629;0.471869;-0.416414;-0.771241;-0.0758603
0.243797;0.47185;-0.4164;-0.771263;-0.0758236
0.253963;0.471841;-0.416381;-0.771286;-0.0757564
0.264131;0.471818;-0.416377;-0.771308;-0.0756964
0.274298;0.471796;-0.416388;-0.77132;-0.0756509
0.284465;0.471772;-0.4164;-0.771334;-0.0755976
0.294632;0.471737;-0.416418;-0.77135;-0.0755484
0.304799;0.471699;-0.416435;-0.771368;-0.0754995
0.314966;0.47163;-0.416493;-0.771379;-0.0755109
0.345464;0.471378;-0.416711;-0.771404;-0.0756198
0.355631;0.471288;-0.41678;-0.771419;-0.0756449
0.365798;0.471206;-0.416834;-0.771438;-0.0756694
0.375965;0.471124;-0.4169;-0.771452;-0.0756748
0.386132;0.471042;-0.416962;-0.771466;-0.0756988
0.396299;0.470951;-0.417019;-0.771488;-0.0757204
0.406466;0.470852;-0.417077;-0.771516;-0.0757334
