Tiempo;Cuaternión X;Cuaternión Y;Cuaternión Z;Cuaternión W
0.00228024;0.363937;-0.925575;-0.0863761;-0.00534412
0.0122261;0.363997;-0.925557;-0.0863095;-0.00532842
0.0246592;0.364056;-0.92554;-0.0862481;-0.00531628
0.034605;0.36408;-0.925535;-0.086203;-0.00531126
0.0445476;0.364104;-0.925527;-0.0861788;-0.00533427
0.0544944;0.364118;-0.925523;-0.086168;-0.00535016
0.0644398;0.364117;-0.925525;-0.0861452;-0.0053536
0.0743866;0.364092;-0.925539;-0.0860966;-0.00537712
0.0843334;0.364056;-0.925558;-0.0860471;-0.00540708
0.0942793;0.364038;-0.925568;-0.0860181;-0.00543966
0.104226;0.364048;-0.925566;-0.0859931;-0.00547972
0.114172;0.364085;-0.925555;-0.0859493;-0.00551675
0.124118;0.364164;-0.925528;-0.0859;-0.0055534
0.134065;0.364286;-0.925483;-0.0858633;-0.00557611
0.144011;0.364398;-0.925442;-0.0858321;-0.00559316
0.153957;0.364516;-0.925397;-0.0858147;-0.005612
0.163904;0.364634;-0.925351;-0.0858158;-0.00561128
0.173851;0.36473;-0.925312;-0.0858224;-0.00560083
0.183796;0.364785;-0.925288;-0.0858487;-0.00560256
0.193743;0.364849;-0.925261;-0.0858673;-0.00557609
0.203689;0.36489;-0.925242;-0.0859;-0.00555965
0.216122;0.364953;-0.925217;-0.0859008;-0.00551911
0.226069;0.364996;-0.925201;-0.0859069;-0.00547098
0.236011;0.365026;-0.925188;-0.0859218;-0.00542643
0.245957;0.365049;-0.925179;-0.08592;-0.00538154
0.255904;0.365055;-0.925176;-0.0859261;-0.00533718
0.26585;0.365063;-0.925174;-0.0859145;-0.00528932
0.275796;0.365085;-0.925167;-0.0859026;-0.00523479
0.285743;0.365113;-0.925158;-0.0858876;-0.00518716
0.295689;0.365136;-0.92515;-0.0858739;-0.00512091
0.305635;0.365145;-0.925147;-0.0858709;-0.00506091
0.315581;0.365152;-0.925145;-0.0858704;-0.00500047
0.325528;0.365217;-0.925121;-0.0858559;-0.00491934
0.335474;0.365274;-0.925099;-0.0858557;-0.0048275
0.34542;0.365317;-0.925082;-0.08586;-0.00474045
0.355367;0.365379;-0.925059;-0.0858485;-0.00466035
0.365314;0.365442;-0.925036;-0.0858393;-0.00456908
0.377746;0.365432;-0.925041;-0.0858233;-0.00446767
0.387693;0.365423;-0.925046;-0.0858168;-0.00439547
0.397639;0.365395;-0.925059;-0.0857991;-0.00431582
0.407585;0.36537;-0.925071;-0.0857739;-0.00423306
0.417532;0.365331;-0.92509;-0.0857476;-0.00415486
0.427478;0.365348;-0.925087;-0.0857082;-0.00407316
0.43742;0.365348;-0.925091;-0.0856644;-0.00400066
0.447367;0.365345;-0.925097;-0.085627;-0.00393293
0.457313;0.365353;-0.925099;-0.0855664;-0.0038542
0.467259;0.365332;-0.925113;-0.0855136;-0.0038114
0.477207;0.365243;-0.925152;-0.0854641;-0.00375549
0.487152;0.365187;-0.925179;-0.0854149;-0.00371326
0.497098;0.365156;-0.925196;-0.0853679;-0.00369592
0.507045;0.365122;-0.925214;-0.0853151;-0.00368578
0.516991;0.365091;-0.925231;-0.0852722;-0.00367617
0.526937;0.365081;-0.925241;-0.085205;-0.00368363
0.536884;0.365039;-0.925261;-0.0851594;-0.00366857
0.549317;0.365011;-0.925274;-0.0851472;-0.00364825
0.559263;0.365027;-0.925272;-0.0850962;-0.00363377
0.569209;0.365067;-0.925259;-0.0850706;-0.0036103
0.579156;0.36512;-0.925237;-0.0850791;-0.00359346
0.589102;0.365163;-0.92522;-0.0850793;-0.00359481
0.599049;0.365147;-0.925226;-0.0850873;-0.00360157
0.608995;0.365075;-0.925253;-0.085099;-0.00360267
0.618942;0.364949;-0.925304;-0.085082;-0.00359654
0.628888;0.364827;-0.925357;-0.0850311;-0.00356832
0.63883;0.364739;-0.925399;-0.0849613;-0.0035597
0.648777;0.364726;-0.925409;-0.0848974;-0.00357098
0.658723;0.364805;-0.925384;-0.0848351;-0.00360499
0.668669;0.364947;-0.925335;-0.0847606;-0.00363335
0.678616;0.365074;-0.92529;-0.0847006;-0.00368983
0.688561;0.365158;-0.925261;-0.0846497;-0.00373902
0.700995;0.365189;-0.925255;-0.0845795;-0.00380936
0.710941;0.365182;-0.92526;-0.0845448;-0.00385983
0.720887;0.365138;-0.92528;-0.0845148;-0.00391473
0.730834;0.3651;-0.925297;-0.0844899;-0.00396465
0.740779;0.365078;-0.925307;-0.0844836;-0.00399495
0.750727;0.365078;-0.925308;-0.0844669;-0.00400876
0.760673;0.365069;-0.925313;-0.0844535;-0.00403659
0.770619;0.364945;-0.925364;-0.0844295;-0.00406304
0.780566;0.364794;-0.925428;-0.0843779;-0.00411362
0.790512;0.364631;-0.925497;-0.0843231;-0.00415728
0.800458;0.364484;-0.92556;-0.0842586;-0.00421336
0.810405;0.364333;-0.925628;-0.0841652;-0.00427799
0.820351;0.364297;-0.92565;-0.0840766;-0.00432806
0.830297;0.364304;-0.925654;-0.0840018;-0.00437252
0.842726;0.364323;-0.925653;-0.0839228;-0.00442194
0.852672;0.36431;-0.925662;-0.0838777;-0.00447517
0.862619;0.364265;-0.925686;-0.0838044;-0.00450373
0.872565;0.364182;-0.925729;-0.0836958;-0.00453009
0.882512;0.364106;-0.925766;-0.0836154;-0.00454223
0.892458;0.364058;-0.925792;-0.0835312;-0.0045507
0.902405;0.364057;-0.925799;-0.0834525;-0.0045723
0.912351;0.364042;-0.925811;-0.0833922;-0.00461851
0.922297;0.363976;-0.925842;-0.0833355;-0.00466606
0.932244;0.363921;-0.92587;-0.0832609;-0.0047112
0.942189;0.363856;-0.9259;-0.0832023;-0.00475471
0.952136;0.363781;-0.925933;-0.0831665;-0.00478605
0.962082;0.363729;-0.925955;-0.0831377;-0.00480952
