Tiempo;Cuaternión X;Cuaternión Y;Cuaternión Z;Cuaternión W
0.00157833;0.250747;0.720159;0.0991367;-0.636629
0.0114527;0.250775;0.720137;0.0991725;-0.636638
0.0237966;0.250774;0.720128;0.0991775;-0.636647
0.0336714;0.250755;0.720129;0.0991485;-0.636658
0.0435467;0.25075;0.720116;0.0991544;-0.636674
0.053421;0.250731;0.720117;0.0991405;-0.636682
0.0632963;0.250737;0.720118;0.0991478;-0.636678
0.0731707;0.250741;0.72012;0.0991248;-0.636678
0.083046;0.250739;0.72012;0.0991;-0.636682
0.0929208;0.250747;0.720116;0.0990858;-0.636685
0.102792;0.250738;0.72011;0.099057;-0.6367
0.115136;0.250737;0.720116;0.0990111;-0.636701
0.12501;0.250766;0.720106;0.099022;-0.636699
0.134885;0.250808;0.720099;0.0990297;-0.63669
0.14476;0.250843;0.720087;0.0990552;-0.636685
0.154635;0.250882;0.720071;0.0990709;-0.636686
0.16451;0.250909;0.720054;0.0991138;-0.636688
0.174385;0.250914;0.720046;0.0990993;-0.636697
0.18426;0.250913;0.720043;0.0990851;-0.636703
0.194135;0.250907;0.72004;0.099074;-0.636711
0.20401;0.250898;0.720036;0.0990655;-0.63672
0.213885;0.250904;0.720027;0.0990541;-0.636729
0.223759;0.250939;0.720012;0.0990695;-0.636729
0.233635;0.250987;0.719998;0.099096;-0.636723
0.243509;0.251048;0.719986;0.0991071;-0.636711
0.253385;0.251093;0.719972;0.0991363;-0.636705
0.265728;0.25113;0.71996;0.0991327;-0.636704
0.275603;0.251125;0.719962;0.099127;-0.636705
0.285478;0.251132;0.719961;0.0991152;-0.636705
0.295352;0.251137;0.719955;0.0990974;-0.636712
0.305224;0.251146;0.71996;0.0990753;-0.636706
0.315098;0.25115;0.719968;0.099043;-0.636701
0.324974;0.251163;0.719962;0.0990106;-0.636707
0.334848;0.251185;0.719963;0.0989879;-0.636702
0.344723;0.251184;0.719966;0.0989824;-0.636699
0.354598;0.251192;0.719966;0.0989639;-0.636699
0.364473;0.251212;0.719967;0.0989659;-0.63669
0.374348;0.251258;0.719953;0.0989694;-0.636686
0.386692;0.251308;0.719944;0.0989899;-0.636674
0.396567;0.251338;0.71994;0.0990048;-0.636664
