Tiempo;Cuaternión X;Cuaternión Y;Cuaternión Z;Cuaternión W
0.00218487;-0.235175;-0.664737;-0.188908;0.680999
0.0122223;-0.235126;-0.664748;-0.188818;0.68103
0.0222588;-0.235055;-0.664761;-0.188744;0.681062
0.0322962;-0.234977;-0.664781;-0.188627;0.681102
0.0423331;-0.2349;-0.664808;-0.188516;0.681132
0.0523705;-0.234832;-0.664836;-0.188421;0.681155
0.0624037;-0.234801;-0.664851;-0.188385;0.681162
0.0724406;-0.234806;-0.664846;-0.188377;0.681167
0.0824776;-0.234822;-0.664843;-0.188385;0.681161
0.092515;-0.234849;-0.664838;-0.18838;0.681159
0.102552;-0.234881;-0.664815;-0.188403;0.681164
0.112589;-0.234894;-0.664813;-0.188406;0.681161
0.122626;-0.234899;-0.664807;-0.188373;0.681174
0.132663;-0.234895;-0.664801;-0.188328;0.681193
0.1427;-0.234885;-0.664807;-0.188285;0.681202
0.152738;-0.234878;-0.664813;-0.188233;0.681214
0.162775;-0.234866;-0.664813;-0.188208;0.681225
0.172812;-0.234857;-0.664806;-0.188175;0.681244
0.182849;-0.234829;-0.664816;-0.188122;0.681258
0.192886;-0.2348;-0.664834;-0.188043;0.681272
0.202924;-0.234781;-0.664844;-0.187987;0.681285
0.21296;-0.234755;-0.664854;-0.187924;0.681301
0.222997;-0.234723;-0.664863;-0.187878;0.681316
0.233034;-0.234703;-0.664857;-0.187829;0.681343
0.243071;-0.234683;-0.664862;-0.18777;0.681361
0.253109;-0.234656;-0.664865;-0.187724;0.68138
0.263142;-0.234655;-0.664869;-0.187703;0.681382
0.273179;-0.23467;-0.66486;-0.18768;0.681392
0.283216;-0.234671;-0.664861;-0.187666;0.681394
0.293253;-0.234684;-0.664852;-0.187635;0.681407
0.30329;-0.234689;-0.66485;-0.187643;0.681406
0.313327;-0.234726;-0.664841;-0.187645;0.6814
0.343439;-0.23483;-0.664834;-0.187645;0.681372
0.353476;-0.234856;-0.664828;-0.18765;0.681368
0.363513;-0.234897;-0.66481;-0.187652;0.68137
0.37355;-0.234931;-0.664808;-0.187644;0.681363
0.383587;-0.234952;-0.664803;-0.187657;0.681357
0.393624;-0.234997;-0.664788;-0.187674;0.681351
0.403661;-0.235032;-0.664767;-0.187699;0.681353
0.413698;-0.235067;-0.664761;-0.187711;0.681343
0.423736;-0.23509;-0.664757;-0.187727;0.681335
0.433772;-0.235123;-0.664745;-0.187734;0.681333
0.44381;-0.235136;-0.66474;-0.187769;0.681324
