Tiempo;Cuaternión X;Cuaternión Y;Cuaternión Z;Cuaternión W
0.00527287;0.0670518;-0.606305;-0.636369;0.468574
0.0153208;0.0669925;-0.606309;-0.636413;0.468516
0.0253682;0.0669269;-0.606312;-0.636452;0.468468
0.0354152;0.0668799;-0.606331;-0.636483;0.468408
0.0454626;0.066844;-0.606327;-0.636523;0.468364
0.05551;0.0668151;-0.606332;-0.636557;0.468316
0.0655575;0.0667808;-0.606331;-0.636584;0.468286
0.0756044;0.0667418;-0.606339;-0.636605;0.468252
0.0856514;0.0667037;-0.606344;-0.636631;0.468217
0.0956988;0.066688;-0.606341;-0.636639;0.468211
0.105747;0.0667057;-0.606343;-0.63662;0.468232
0.115794;0.0667242;-0.60634;-0.636609;0.468248
0.125841;0.0667441;-0.606333;-0.636595;0.468273
0.135889;0.0667639;-0.606338;-0.636575;0.468291
0.145936;0.0668098;-0.606338;-0.636528;0.468349
0.15598;0.0668837;-0.606345;-0.636464;0.468416
0.166027;0.0669418;-0.606336;-0.636418;0.468483
0.176074;0.0670095;-0.606323;-0.636382;0.468538
0.186122;0.0670747;-0.606324;-0.636334;0.468593
0.196168;0.0671095;-0.606329;-0.636306;0.46862
0.206216;0.0671268;-0.606331;-0.636288;0.46864
0.216263;0.06714;-0.606334;-0.636269;0.468658
0.226311;0.0671571;-0.606343;-0.636245;0.468678
0.236358;0.0671673;-0.606346;-0.636229;0.468694
0.246406;0.067196;-0.606346;-0.636211;0.468714
0.256453;0.0672274;-0.606347;-0.636183;0.468745
0.2665;0.0672682;-0.606344;-0.636166;0.468767
0.276548;0.0673025;-0.606345;-0.636145;0.46879
0.286595;0.0673322;-0.606347;-0.636121;0.468814
0.296642;0.0673451;-0.606346;-0.636101;0.468841
0.306689;0.0673623;-0.606346;-0.636091;0.468853
0.316737;0.0673818;-0.606353;-0.636063;0.468879
0.326785;0.067389;-0.606341;-0.63606;0.468897
0.336832;0.0674007;-0.606351;-0.636038;0.468913
0.346879;0.0674247;-0.60634;-0.636031;0.468934
0.356923;0.0674547;-0.606332;-0.636021;0.468952
0.36697;0.0674735;-0.606326;-0.636006;0.468978
0.377017;0.0674817;-0.606314;-0.636004;0.468995
0.387064;0.0674948;-0.606311;-0.635987;0.46902
0.397112;0.0675497;-0.606307;-0.635953;0.469063
0.40716;0.0676075;-0.606313;-0.635896;0.469124
0.417207;0.0676592;-0.606306;-0.635858;0.469178
0.427253;0.0677156;-0.6063;-0.635819;0.469229
0.437301;0.0677762;-0.606287;-0.635782;0.469288
0.447349;0.0678382;-0.606271;-0.63575;0.469343
