Tiempo;Cuaternión X;Cuaternión Y;Cuaternión Z;Cuaternión W
0.00387383;-0.584206;-0.463282;0.575457;-0.330983
0.0137525;-0.584196;-0.4633;0.575466;-0.330961
0.0236311;-0.584182;-0.463314;0.575463;-0.33097
0.0335093;-0.584153;-0.463346;0.575454;-0.330993
0.0433874;-0.584124;-0.46337;0.575456;-0.331005
0.0532656;-0.584085;-0.463408;0.575461;-0.331014
0.0631442;-0.584042;-0.463433;0.575468;-0.331041
0.0730181;-0.584009;-0.463452;0.575469;-0.331073
0.0828967;-0.58397;-0.463488;0.575459;-0.331108
0.0927744;-0.583961;-0.46351;0.575436;-0.331133
0.102653;-0.583933;-0.463539;0.575425;-0.331161
0.115001;-0.583904;-0.463585;0.575409;-0.331177
0.124879;-0.583904;-0.463581;0.575417;-0.331168
0.134758;-0.583921;-0.463553;0.575451;-0.331116
0.144636;-0.583944;-0.463523;0.575476;-0.331074
0.154514;-0.583958;-0.46349;0.57551;-0.331038
0.164392;-0.583968;-0.463453;0.57555;-0.331003
0.17427;-0.583985;-0.463408;0.575579;-0.330987
0.184149;-0.583986;-0.463383;0.575614;-0.330957
0.194027;-0.58399;-0.463352;0.575643;-0.330943
0.206375;-0.583998;-0.463339;0.575668;-0.330904
0.216254;-0.583995;-0.463319;0.575693;-0.330893
0.226131;-0.583947;-0.463356;0.575676;-0.330957
0.23601;-0.583872;-0.463418;0.575648;-0.33105
0.245888;-0.583795;-0.463483;0.575631;-0.331124
0.255766;-0.583718;-0.46355;0.575612;-0.3312
0.265641;-0.583649;-0.463607;0.575596;-0.33127
0.275519;-0.583642;-0.463601;0.575608;-0.331269
0.285398;-0.583653;-0.463565;0.575627;-0.331266
0.295275;-0.583647;-0.463532;0.575655;-0.331276
0.305154;-0.583652;-0.463501;0.575678;-0.331269
0.317502;-0.583659;-0.463446;0.575714;-0.331271
0.32738;-0.583634;-0.463437;0.575731;-0.331298
0.337258;-0.583641;-0.463421;0.575735;-0.331302
0.347136;-0.583645;-0.463399;0.575741;-0.331316
0.357015;-0.58363;-0.463384;0.575755;-0.331338
0.366893;-0.583619;-0.463367;0.575776;-0.331346
0.376771;-0.583586;-0.463374;0.575774;-0.331397
0.38665;-0.583562;-0.463382;0.575782;-0.331415
0.396528;-0.583534;-0.463397;0.57578;-0.331445
0.406406;-0.58349;-0.463405;0.575806;-0.331467
0.418754;-0.583458;-0.463395;0.575848;-0.331466
0.428632;-0.583483;-0.463337;0.5759;-0.331411
0.43851;-0.583497;-0.463273;0.575953;-0.331385
0.448389;-0.583512;-0.463219;0.576009;-0.331336
0.458267;-0.583549;-0.463163;0.576049;-0.331279
0.468142;-0.583564;-0.463119;0.576099;-0.331228
0.47802;-0.583581;-0.463077;0.576136;-0.331191
0.487897;-0.583591;-0.463028;0.576187;-0.331154
0.497776;-0.583623;-0.462974;0.576235;-0.33109
0.507655;-0.58364;-0.462919;0.576288;-0.331044
0.517532;-0.583648;-0.462869;0.576342;-0.331006
0.529881;-0.583653;-0.462844;0.576382;-0.330961
0.539759;-0.583645;-0.462825;0.576411;-0.330952
0.569393;-0.583595;-0.462812;0.576506;-0.330893
0.579272;-0.58359;-0.462795;0.576551;-0.330847
0.58915;-0.583564;-0.462784;0.576612;-0.330802
0.599029;-0.583526;-0.46277;0.576666;-0.330797
0.608907;-0.58348;-0.462774;0.576704;-0.330804
0.618785;-0.583406;-0.462779;0.576748;-0.330851
0.628664;-0.583359;-0.462768;0.576802;-0.330856
0.641011;-0.583328;-0.462702;0.576901;-0.330831
0.650889;-0.583304;-0.462647;0.576987;-0.330799
0.660768;-0.583293;-0.462569;0.577085;-0.330756
0.670642;-0.583276;-0.462511;0.577163;-0.330731
0.68052;-0.583234;-0.462479;0.577229;-0.330736
0.690398;-0.583181;-0.462444;0.577293;-0.330767
0.700277;-0.58312;-0.462419;0.577361;-0.330789
0.710155;-0.58307;-0.462393;0.577424;-0.330803
0.720033;-0.583075;-0.462343;0.577483;-0.330761
0.729912;-0.5831;-0.46227;0.577571;-0.330667
0.73979;-0.583152;-0.462178;0.577649;-0.330568
0.749668;-0.583186;-0.462086;0.577735;-0.330485
0.762016;-0.583263;-0.461967;0.577824;-0.330361
0.771894;-0.583301;-0.461915;0.577859;-0.330304
0.781773;-0.583329;-0.461899;0.577864;-0.330269
0.791651;-0.583332;-0.461903;0.577863;-0.33026
0.801529;-0.583316;-0.461938;0.577847;-0.330267
0.811407;-0.58329;-0.46199;0.57782;-0.330288
0.821286;-0.583254;-0.462053;0.577784;-0.330325
0.831164;-0.5832;-0.462118;0.577755;-0.33038
0.841042;-0.583144;-0.46217;0.577746;-0.330421
0.850921;-0.583094;-0.462241;0.577729;-0.330441
0.863268;-0.58302;-0.462311;0.57771;-0.330508
0.873142;-0.583001;-0.462323;0.577723;-0.330501
0.883021;-0.582987;-0.462318;0.577744;-0.330496
0.892899;-0.582966;-0.462307;0.57778;-0.330486
0.902778;-0.582966;-0.462284;0.57781;-0.330465
0.912655;-0.582967;-0.462254;0.577849;-0.330437
0.922534;-0.582949;-0.462245;0.577872;-0.330443
0.932412;-0.582956;-0.462225;0.577885;-0.330433
0.94229;-0.582962;-0.462216;0.577882;-0.330443
0.952169;-0.582963;-0.462202;0.577881;-0.330461
0.962047;-0.582946;-0.462203;0.577874;-0.330502
0.971926;-0.582924;-0.462236;0.577849;-0.330538
0.981803;-0.582888;-0.462286;0.577807;-0.330606
0.991682;-0.582845;-0.462339;0.577764;-0.330683
1.00156;-0.582776;-0.462414;0.577723;-0.33077
1.01391;-0.582705;-0.462502;0.577679;-0.33085
1.02379;-0.582686;-0.46253;0.577663;-0.330873
1.03366;-0.582663;-0.462551;0.577662;-0.330885
1.04354;-0.582643;-0.462576;0.577668;-0.330874
1.05342;-0.582619;-0.462601;0.577668;-0.330883
1.0633;-0.582557;-0.462633;0.577675;-0.330934
1.07317;-0.582503;-0.462665;0.577691;-0.330957
1.08305;-0.58244;-0.462674;0.577723;-0.330999
1.09293;-0.582395;-0.462659;0.57776;-0.331034
1.10281;-0.582357;-0.462623;0.577817;-0.331052
1.11269;-0.582321;-0.462582;0.577881;-0.33106
1.12256;-0.582287;-0.462564;0.577922;-0.331073
1.13491;-0.582263;-0.462545;0.577956;-0.331082
1.14479;-0.582231;-0.462533;0.57799;-0.331098
1.15467;-0.582183;-0.462534;0.578022;-0.331126
1.16455;-0.58215;-0.462527;0.578054;-0.331137
1.17443;-0.582095;-0.462526;0.578117;-0.331125
1.1843;-0.582056;-0.462512;0.578158;-0.331141
1.19418;-0.582003;-0.462497;0.578209;-0.331167
1.20406;-0.581961;-0.462472;0.578255;-0.331194
1.21394;-0.581935;-0.462448;0.578323;-0.331156
1.22382;-0.581939;-0.462392;0.578398;-0.331095
1.2337;-0.581928;-0.46233;0.578479;-0.33106
1.24357;-0.581939;-0.462262;0.578547;-0.331017
1.25592;-0.58194;-0.462204;0.578639;-0.330934
1.2658;-0.581929;-0.462163;0.578711;-0.330884
1.27567;-0.581925;-0.462109;0.578778;-0.33085
1.28555;-0.581894;-0.462075;0.578843;-0.330839
1.29543;-0.581858;-0.462046;0.578905;-0.330835
1.30531;-0.581822;-0.462019;0.578972;-0.330818
1.31519;-0.58179;-0.46198;0.579057;-0.33078
1.32507;-0.581777;-0.461914;0.579146;-0.33074
1.33494;-0.581785;-0.461833;0.579223;-0.330704
1.34482;-0.581787;-0.461766;0.579302;-0.330655
1.35717;-0.581778;-0.461696;0.579398;-0.3306
1.36705;-0.581721;-0.461708;0.579434;-0.33062
1.37693;-0.581656;-0.461723;0.579462;-0.330666
1.38681;-0.581559;-0.461783;0.579475;-0.33073
1.39668;-0.581438;-0.46185;0.57949;-0.330822
1.40656;-0.581317;-0.461933;0.579502;-0.330898
1.41644;-0.581232;-0.461953;0.579552;-0.330933
1.42632;-0.581163;-0.461927;0.579626;-0.330959
1.4362;-0.581103;-0.46187;0.57972;-0.33098
1.44607;-0.581067;-0.461791;0.579828;-0.330963
1.45595;-0.58103;-0.461692;0.579955;-0.330944
1.46583;-0.581;-0.461615;0.580078;-0.330889
1.47817;-0.580971;-0.461528;0.580192;-0.330863
1.48805;-0.58096;-0.461478;0.580263;-0.330826
1.49793;-0.580953;-0.46142;0.580335;-0.330792
1.50781;-0.580949;-0.461361;0.580401;-0.330766
1.51769;-0.580914;-0.461366;0.580425;-0.330779
1.52757;-0.580878;-0.461373;0.580452;-0.330784
1.53744;-0.580854;-0.461361;0.580486;-0.330786
1.54732;-0.580833;-0.46136;0.58051;-0.330781
1.5572;-0.580804;-0.461373;0.580542;-0.330758
1.56708;-0.5808;-0.461354;0.580578;-0.330727
1.57696;-0.580744;-0.461372;0.58061;-0.330745
1.58931;-0.580652;-0.461422;0.580621;-0.330816
1.59918;-0.580591;-0.46147;0.580614;-0.33087
1.60906;-0.580517;-0.461533;0.580607;-0.330923
1.61894;-0.580444;-0.461577;0.580622;-0.330964
1.62882;-0.580373;-0.461606;0.58063;-0.331035
1.6387;-0.580301;-0.461624;0.580647;-0.331105
1.64858;-0.580249;-0.461615;0.580691;-0.331131
1.65845;-0.580222;-0.461588;0.580737;-0.331137
1.66833;-0.580229;-0.461501;0.580823;-0.331094
