Tiempo;Cuaternión X;Cuaternión Y;Cuaternión Z;Cuaternión W
0.00302696;-0.145398;0.688523;-0.32077;-0.631292
0.0131459;-0.145417;0.688494;-0.320818;-0.631295
0.0232658;-0.145413;0.688481;-0.320846;-0.631295
0.0333843;-0.145427;0.688481;-0.320861;-0.631285
0.0435033;-0.145421;0.688497;-0.320868;-0.631265
0.0536232;-0.14543;0.688494;-0.320869;-0.631266
0.0637417;-0.14545;0.688492;-0.320869;-0.631264
0.0738616;-0.145458;0.688482;-0.320877;-0.631269
0.0839772;-0.145467;0.68848;-0.32089;-0.631262
0.0940967;-0.145477;0.688477;-0.320906;-0.631255
0.104216;-0.14549;0.688466;-0.320915;-0.631259
0.114335;-0.14551;0.688452;-0.320929;-0.631262
0.124455;-0.145501;0.688444;-0.320961;-0.631258
0.134573;-0.145463;0.688437;-0.320956;-0.631277
0.144693;-0.145425;0.688431;-0.320964;-0.631287
0.154812;-0.145396;0.688419;-0.320981;-0.631299
0.164931;-0.145378;0.688397;-0.320999;-0.631318
0.175051;-0.145368;0.688369;-0.321024;-0.631338
0.185171;-0.145336;0.688355;-0.321011;-0.631367
0.19529;-0.145306;0.688339;-0.321027;-0.631383
0.205409;-0.145274;0.688319;-0.321043;-0.631404
0.215528;-0.145249;0.6883;-0.321052;-0.631426
0.225648;-0.145243;0.688293;-0.321055;-0.631433
0.235766;-0.145235;0.688279;-0.321085;-0.631436
0.245886;-0.145229;0.688283;-0.321062;-0.631444
0.256006;-0.145221;0.688288;-0.321028;-0.631458
0.266125;-0.145183;0.688308;-0.321004;-0.631457
0.276244;-0.145144;0.688315;-0.321;-0.63146
0.286359;-0.14515;0.68831;-0.321013;-0.631458
0.296479;-0.145152;0.688299;-0.321027;-0.631463
0.306598;-0.145146;0.688288;-0.321042;-0.631469
0.316717;-0.145149;0.688276;-0.321064;-0.631469
0.347075;-0.144919;0.688285;-0.320931;-0.631579
0.357195;-0.14482;0.688278;-0.320901;-0.631625
0.367314;-0.144732;0.688271;-0.320854;-0.631677
0.377433;-0.144687;0.688258;-0.320836;-0.631711
0.387552;-0.144726;0.688225;-0.320891;-0.63171
0.397672;-0.14476;0.688187;-0.320981;-0.631698
0.407791;-0.144787;0.688152;-0.321075;-0.631682
0.41791;-0.144832;0.688116;-0.321143;-0.631676
0.42803;-0.14487;0.688078;-0.321206;-0.631677
0.438149;-0.144888;0.688049;-0.321231;-0.631692
0.448268;-0.144913;0.688032;-0.321256;-0.631692
0.458388;-0.144938;0.688;-0.321293;-0.631703
0.468507;-0.144953;0.687976;-0.321326;-0.631708
0.478627;-0.144987;0.687956;-0.321354;-0.631708
0.488741;-0.145027;0.687928;-0.321404;-0.631703
