Tiempo;Cuaternión X;Cuaternión Y;Cuaternión Z;Cuaternión W
0.00144243;0.582317;0.553284;-0.454879;0.380127
0.0114369;0.582447;0.553239;-0.454853;0.380024
0.0214314;0.582533;0.553244;-0.454783;0.379969
0.0314269;0.582657;0.553208;-0.454714;0.379913
0.0414214;0.582747;0.5532;-0.454629;0.37989
0.0514164;0.582813;0.553203;-0.454562;0.379864
0.0614114;0.582889;0.553198;-0.454494;0.379836
0.0714059;0.582977;0.553181;-0.454436;0.379794
0.0814009;0.583028;0.553207;-0.454343;0.37979
0.0938902;0.583042;0.553235;-0.454262;0.379825
0.103885;0.583045;0.553256;-0.454191;0.379875
0.11388;0.583002;0.553291;-0.454125;0.379968
0.123875;0.582919;0.553334;-0.454067;0.380102
0.13387;0.582772;0.55341;-0.454032;0.380259
0.143864;0.582602;0.55349;-0.454034;0.3804
0.15386;0.582418;0.553552;-0.454118;0.380491
0.163855;0.582322;0.553536;-0.454265;0.380487
0.173849;0.582324;0.553431;-0.454444;0.380422
0.183844;0.582408;0.553275;-0.454603;0.38033
0.193838;0.58254;0.553115;-0.454739;0.380199
0.203834;0.582683;0.552965;-0.454832;0.380087
0.213828;0.582803;0.552859;-0.454864;0.380018
0.223822;0.58286;0.552822;-0.454834;0.380021
0.233818;0.582883;0.552822;-0.454794;0.380034
0.243813;0.582856;0.552849;-0.454781;0.380051
0.253807;0.582799;0.552887;-0.454804;0.380056
0.263802;0.58275;0.552922;-0.454855;0.38002
0.273797;0.582742;0.5529;-0.454974;0.379921
0.283792;0.582754;0.552859;-0.45511;0.379799
0.293783;0.582782;0.552792;-0.455263;0.37967
0.303777;0.582799;0.55273;-0.455405;0.379563
0.313772;0.58281;0.552671;-0.45552;0.379493
0.343757;0.582642;0.552644;-0.455716;0.379558
0.35625;0.582535;0.55266;-0.455802;0.379594
0.366245;0.582441;0.552696;-0.45588;0.379592
0.37624;0.582354;0.552734;-0.455969;0.379564
0.386235;0.582292;0.552755;-0.456079;0.379496
0.396229;0.58226;0.552742;-0.456196;0.379423
0.406224;0.582237;0.552726;-0.456291;0.379367
0.416219;0.582221;0.552691;-0.456379;0.379338
0.426214;0.582217;0.552656;-0.456454;0.379305
0.436208;0.582184;0.55263;-0.456517;0.379319
0.446204;0.58212;0.552613;-0.45659;0.379352
0.456198;0.582039;0.552609;-0.45667;0.379386
0.466193;0.581982;0.552581;-0.456767;0.379398
0.476188;0.581918;0.55254;-0.456905;0.37939
0.486182;0.581845;0.552505;-0.457055;0.379372
0.496173;0.58176;0.552469;-0.45721;0.379369
0.506168;0.581664;0.552458;-0.457347;0.379367
0.516163;0.58155;0.552472;-0.457458;0.379386
0.526158;0.581449;0.552487;-0.457535;0.379426
0.536152;0.581368;0.552494;-0.457589;0.379476
0.546148;0.581329;0.552472;-0.457624;0.379524
0.556142;0.581317;0.552438;-0.457663;0.379547
0.566137;0.581321;0.552387;-0.457702;0.379567
0.576132;0.581349;0.552307;-0.457749;0.379583
0.586127;0.581409;0.552214;-0.457815;0.379546
0.596122;0.581496;0.552122;-0.45787;0.379481
0.606116;0.58156;0.552046;-0.457927;0.379426
0.616111;0.58161;0.551978;-0.457976;0.379388
0.626106;0.581624;0.551936;-0.458014;0.379382
0.636101;0.581642;0.551887;-0.458037;0.379398
0.646096;0.581725;0.551786;-0.458046;0.379408
