Tiempo,Flexo-extensión cadera derecha_X,Flexo-extensión cadera derecha_Y,Flexo-extensión cadera izquierda_X,Flexo-extensión cadera izquierda_Y,Abducción-aducción cadera derecha_X,Abducción-aducción cadera derecha_Y,Abducción-aducción cadera izquierda_X,Abducción-aducción cadera izquierda_Y,Rotación cadera derecha_X,Rotación cadera derecha_Y,Rotación cadera izquierda_X,Rotación cadera izquierda_Y
0.00000,0.00000,-8.91256,0.00000,-4.20799,0.00000,6.34037,0.00000,-2.88362,0.00000,-3.62307,0.00000,-3.23313
0.01000,0.01000,-8.91214,0.01000,-4.20821,0.01000,6.34091,0.01000,-2.88381,0.01000,-3.62490,0.01000,-3.22036
0.02000,0.02000,-8.91143,0.02000,-4.20835,0.02000,6.34164,0.02000,-2.88438,0.02000,-3.62711,0.02000,-3.20630
0.03001,0.03000,-8.91042,0.03000,-4.20842,0.03000,6.34256,0.03000,-2.88539,0.03000,-3.62974,0.03000,-3.19144
0.04001,0.04000,-8.90912,0.04000,-4.20846,0.04000,6.34367,0.04000,-2.88686,0.04000,-3.63285,0.04000,-3.17629
0.05001,0.05000,-8.90757,0.05000,-4.20851,0.05000,6.34495,0.05000,-2.88879,0.05000,-3.63649,0.05000,-3.16139
0.06001,0.06000,-8.90585,0.06000,-4.20869,0.06000,6.34640,0.06000,-2.89115,0.06000,-3.64076,0.06000,-3.14726
0.07001,0.07000,-8.90409,0.07000,-4.20910,0.07000,6.34799,0.07000,-2.89385,0.07000,-3.64579,0.07000,-3.13433
0.08001,0.08000,-8.90247,0.08000,-4.20989,0.08000,6.34970,0.08000,-2.89680,0.08000,-3.65171,0.08000,-3.12294
0.09001,0.09000,-8.90119,0.09000,-4.21121,0.09000,6.35150,0.09000,-2.89991,0.09000,-3.65868,0.09000,-3.11333
0.10002,0.10000,-8.90048,0.10000,-4.21321,0.10000,6.35336,0.10000,-2.90306,0.10000,-3.66685,0.10000,-3.10566
0.11002,0.11000,-8.90057,0.11000,-4.21600,0.11000,6.35527,0.11000,-2.90616,0.11000,-3.67635,0.11000,-3.10000
0.12002,0.12000,-8.90170,0.12000,-4.21968,0.12000,6.35718,0.12000,-2.90915,0.12000,-3.68724,0.12000,-3.09637
0.13002,0.13000,-8.90407,0.13000,-4.22430,0.13000,6.35907,0.13000,-2.91198,0.13000,-3.69956,0.13000,-3.09479
0.14002,0.14000,-8.90789,0.14000,-4.22990,0.14000,6.36088,0.14000,-2.91462,0.14000,-3.71323,0.14000,-3.09526
0.15002,0.15000,-8.91329,0.15000,-4.23644,0.15000,6.36259,0.15000,-2.91709,0.15000,-3.72813,0.15000,-3.09782
0.16002,0.16000,-8.92037,0.16000,-4.24388,0.16000,6.36414,0.16000,-2.91941,0.16000,-3.74405,0.16000,-3.10252
0.17003,0.17000,-8.92919,0.17000,-4.25214,0.17000,6.36551,0.17000,-2.92161,0.17000,-3.76072,0.17000,-3.10945
0.18003,0.18000,-8.93972,0.18000,-4.26111,0.18000,6.36666,0.18000,-2.92375,0.18000,-3.77786,0.18000,-3.11867
0.19003,0.19000,-8.95190,0.19000,-4.27067,0.19000,6.36756,0.19000,-2.92586,0.19000,-3.79518,0.19000,-3.13024
0.20003,0.20000,-8.96557,0.20000,-4.28070,0.20000,6.36819,0.20000,-2.92799,0.20000,-3.81244,0.20000,-3.14416
0.21003,0.21000,-8.98057,0.21000,-4.29107,0.21000,6.36854,0.21000,-2.93016,0.21000,-3.82944,0.21000,-3.16035
0.22003,0.22000,-8.99665,0.22000,-4.30164,0.22000,6.36859,0.22000,-2.93240,0.22000,-3.84607,0.22000,-3.17865
0.23004,0.23000,-9.01360,0.23000,-4.31232,0.23000,6.36835,0.23000,-2.93471,0.23000,-3.86225,0.23000,-3.19881
0.24004,0.24000,-9.03119,0.24000,-4.32305,0.24000,6.36781,0.24000,-2.93708,0.24000,-3.87798,0.24000,-3.22045
0.25004,0.25000,-9.04924,0.25000,-4.33382,0.25000,6.36699,0.25000,-2.93948,0.25000,-3.89331,0.25000,-3.24310
0.26004,0.26000,-9.06761,0.26000,-4.34468,0.26000,6.36592,0.26000,-2.94190,0.26000,-3.90829,0.26000,-3.26623
0.27004,0.27000,-9.08626,0.27000,-4.35574,0.27000,6.36463,0.27000,-2.94431,0.27000,-3.92301,0.27000,-3.28922
0.28004,0.28000,-9.10516,0.28000,-4.36716,0.28000,6.36320,0.28000,-2.94669,0.28000,-3.93752,0.28000,-3.31146
0.29004,0.29000,-9.12439,0.29000,-4.37915,0.29000,6.36169,0.29000,-2.94903,0.29000,-3.95186,0.29000,-3.33233
0.30005,0.30000,-9.14404,0.30000,-4.39191,0.30000,6.36020,0.30000,-2.95133,0.30000,-3.96607,0.30000,-3.35128
0.31005,0.31000,-9.16424,0.31000,-4.40566,0.31000,6.35883,0.31000,-2.95358,0.31000,-3.98012,0.31000,-3.36783
0.32005,0.32000,-9.18514,0.32000,-4.42061,0.32000,6.35765,0.32000,-2.95577,0.32000,-3.99400,0.32000,-3.38160
0.33005,0.33000,-9.20693,0.33000,-4.43695,0.33000,6.35672,0.33000,-2.95790,0.33000,-4.00765,0.33000,-3.39234
0.34005,0.34000,-9.22977,0.34000,-4.45484,0.34000,6.35607,0.34000,-2.95994,0.34000,-4.02099,0.34000,-3.39993
0.35005,0.35000,-9.25385,0.35000,-4.47443,0.35000,6.35571,0.35000,-2.96189,0.35000,-4.03395,0.35000,-3.40439
0.36005,0.36000,-9.27938,0.36000,-4.49586,0.36000,6.35561,0.36000,-2.96372,0.36000,-4.04643,0.36000,-3.40586
0.37006,0.37000,-9.30652,0.37000,-4.51927,0.37000,6.35573,0.37000,-2.96545,0.37000,-4.05835,0.37000,-3.40457
0.38006,0.38000,-9.33547,0.38000,-4.54478,0.38000,6.35602,0.38000,-2.96712,0.38000,-4.06963,0.38000,-3.40084
0.39006,0.39000,-9.36640,0.39000,-4.57252,0.39000,6.35644,0.39000,-2.96877,0.39000,-4.08023,0.39000,-3.39505
0.40006,0.40000,-9.39944,0.40000,-4.60262,0.40000,6.35698,0.40000,-2.97050,0.40000,-4.09014,0.40000,-3.38759
0.41006,0.41000,-9.43470,0.41000,-4.63517,0.41000,6.35764,0.41000,-2.97242,0.41000,-4.09938,0.41000,-3.37882
0.42006,0.42000,-9.47228,0.42000,-4.67027,0.42000,6.35845,0.42000,-2.97467,0.42000,-4.10802,0.42000,-3.36908
0.43007,0.43000,-9.51224,0.43000,-4.70799,0.43000,6.35946,0.43000,-2.97738,0.43000,-4.11617,0.43000,-3.35867
0.44007,0.44000,-9.55462,0.44000,-4.74834,0.44000,6.36073,0.44000,-2.98069,0.44000,-4.12395,0.44000,-3.34780
0.45007,0.45000,-9.59943,0.45000,-4.79131,0.45000,6.36233,0.45000,-2.98474,0.45000,-4.13151,0.45000,-3.33663
