Tiempo,Flexo-extensión cadera derecha_X,Flexo-extensión cadera derecha_Y,Flexo-extensión cadera izquierda_X,Flexo-extensión cadera izquierda_Y,Abducción-aducción cadera derecha_X,Abducción-aducción cadera derecha_Y,Abducción-aducción cadera izquierda_X,Abducción-aducción cadera izquierda_Y,Rotación cadera derecha_X,Rotación cadera derecha_Y,Rotación cadera izquierda_X,Rotación cadera izquierda_Y
0.00000,0.00000,-0.05045,0.00000,-0.02841,0.00000,0.02177,0.00000,-0.04172,0.00000,0.18954,0.00000,-0.24463
0.01000,0.01000,-0.04856,0.01000,-0.02666,0.01000,0.02181,0.01000,-0.04160,0.01000,0.19032,0.01000,-0.24736
0.02000,0.02000,-0.04658,0.02000,-0.02474,0.02000,0.02197,0.02000,-0.04119,0.02000,0.19208,0.02000,-0.25071
0.03000,0.03000,-0.04462,0.03000,-0.02274,0.03000,0.02228,0.03000,-0.04042,0.03000,0.19491,0.03000,-0.25462
0.04001,0.04000,-0.04274,0.04000,-0.02074,0.04000,0.02271,0.04000,-0.03925,0.04000,0.19878,0.04000,-0.25900
0.05001,0.05000,-0.04104,0.05000,-0.01884,0.05000,0.02326,0.05000,-0.03765,0.05000,0.20356,0.05000,-0.26367
0.06001,0.06000,-0.03957,0.06000,-0.01709,0.06000,0.02389,0.06000,-0.03560,0.06000,0.20901,0.06000,-0.26845
0.07001,0.07000,-0.03837,0.07000,-0.01557,0.07000,0.02455,0.07000,-0.03313,0.07000,0.21479,0.07000,-0.27313
0.08001,0.08000,-0.03746,0.08000,-0.01433,0.08000,0.02518,0.08000,-0.03030,0.08000,0.22053,0.08000,-0.27753
0.09001,0.09000,-0.03687,0.09000,-0.01340,0.09000,0.02572,0.09000,-0.02720,0.09000,0.22585,0.09000,-0.28152
0.10002,0.10000,-0.03666,0.10000,-0.01284,0.10000,0.02611,0.10000,-0.02392,0.10000,0.23040,0.10000,-0.28502
0.11002,0.11000,-0.03688,0.11000,-0.01273,0.11000,0.02630,0.11000,-0.02060,0.11000,0.23393,0.11000,-0.28802
0.12002,0.12000,-0.03764,0.12000,-0.01312,0.12000,0.02625,0.12000,-0.01737,0.12000,0.23625,0.12000,-0.29060
0.13002,0.13000,-0.03904,0.13000,-0.01409,0.13000,0.02594,0.13000,-0.01434,0.13000,0.23730,0.13000,-0.29286
0.14002,0.14000,-0.04116,0.14000,-0.01570,0.14000,0.02538,0.14000,-0.01162,0.14000,0.23713,0.14000,-0.29490
0.15002,0.15000,-0.04405,0.15000,-0.01796,0.15000,0.02459,0.15000,-0.00928,0.15000,0.23589,0.15000,-0.29685
0.16002,0.16000,-0.04769,0.16000,-0.02086,0.16000,0.02359,0.16000,-0.00737,0.16000,0.23380,0.16000,-0.29879
0.17003,0.17000,-0.05197,0.17000,-0.02430,0.17000,0.02242,0.17000,-0.00592,0.17000,0.23112,0.17000,-0.30073
0.18003,0.18000,-0.05673,0.18000,-0.02816,0.18000,0.02110,0.18000,-0.00493,0.18000,0.22811,0.18000,-0.30264
0.19003,0.19000,-0.06174,0.19000,-0.03229,0.19000,0.01966,0.19000,-0.00437,0.19000,0.22502,0.19000,-0.30444
0.20003,0.20000,-0.06674,0.20000,-0.03652,0.20000,0.01810,0.20000,-0.00421,0.20000,0.22199,0.20000,-0.30598
0.21003,0.21000,-0.07147,0.21000,-0.04069,0.21000,0.01644,0.21000,-0.00436,0.21000,0.21908,0.21000,-0.30709
0.22003,0.22000,-0.07572,0.22000,-0.04466,0.22000,0.01467,0.22000,-0.00476,0.22000,0.21625,0.22000,-0.30761
0.23003,0.23000,-0.07930,0.23000,-0.04833,0.23000,0.01279,0.23000,-0.00531,0.23000,0.21337,0.23000,-0.30741
0.24004,0.24000,-0.08211,0.24000,-0.05165,0.24000,0.01078,0.24000,-0.00589,0.24000,0.21023,0.24000,-0.30642
0.25004,0.25000,-0.08412,0.25000,-0.05456,0.25000,0.00863,0.25000,-0.00640,0.25000,0.20665,0.25000,-0.30463
0.26004,0.26000,-0.08536,0.26000,-0.05705,0.26000,0.00633,0.26000,-0.00674,0.26000,0.20246,0.26000,-0.30206
0.27004,0.27000,-0.08594,0.27000,-0.05911,0.27000,0.00386,0.27000,-0.00684,0.27000,0.19758,0.27000,-0.29881
0.28004,0.28000,-0.08602,0.28000,-0.06076,0.28000,0.00123,0.28000,-0.00664,0.28000,0.19207,0.28000,-0.29501
0.29004,0.29000,-0.08578,0.29000,-0.06201,0.29000,-0.00153,0.29000,-0.00613,0.29000,0.18607,0.29000,-0.29080
0.30005,0.30000,-0.08540,0.30000,-0.06287,0.30000,-0.00436,0.30000,-0.00532,0.30000,0.17987,0.30000,-0.28634
0.31005,0.31000,-0.08505,0.31000,-0.06338,0.31000,-0.00718,0.31000,-0.00424,0.31000,0.17381,0.31000,-0.28180
0.32005,0.32000,-0.08485,0.32000,-0.06358,0.32000,-0.00990,0.32000,-0.00298,0.32000,0.16827,0.32000,-0.27737
0.33005,0.33000,-0.08489,0.33000,-0.06352,0.33000,-0.01243,0.33000,-0.00159,0.33000,0.16363,0.33000,-0.27324
0.34005,0.34000,-0.08519,0.34000,-0.06326,0.34000,-0.01470,0.34000,-0.00017,0.34000,0.16021,0.34000,-0.26964
0.35005,0.35000,-0.08573,0.35000,-0.06286,0.35000,-0.01667,0.35000,0.00120,0.35000,0.15827,0.35000,-0.26678
0.36005,0.36000,-0.08645,0.36000,-0.06235,0.36000,-0.01833,0.36000,0.00247,0.36000,0.15795,0.36000,-0.26488
0.37006,0.37000,-0.08727,0.37000,-0.06180,0.37000,-0.01969,0.37000,0.00357,0.37000,0.15925,0.37000,-0.26414
0.38006,0.38000,-0.08810,0.38000,-0.06121,0.38000,-0.02079,0.38000,0.00449,0.38000,0.16207,0.38000,-0.26470
0.39006,0.39000,-0.08884,0.39000,-0.06059,0.39000,-0.02168,0.39000,0.00520,0.39000,0.16619,0.39000,-0.26664
0.40006,0.40000,-0.08943,0.40000,-0.05993,0.40000,-0.02239,0.40000,0.00572,0.40000,0.17133,0.40000,-0.26997
0.41006,0.41000,-0.08985,0.41000,-0.05922,0.41000,-0.02297,0.41000,0.00604,0.41000,0.17713,0.41000,-0.27461
0.42006,0.42000,-0.09008,0.42000,-0.05844,0.42000,-0.02343,0.42000,0.00619,0.42000,0.18325,0.42000,-0.28039
0.43006,0.43000,-0.09015,0.43000,-0.05758,0.43000,-0.02379,0.43000,0.00617,0.43000,0.18934,0.43000,-0.28710
0.44007,0.44000,-0.09009,0.44000,-0.05665,0.44000,-0.02403,0.44000,0.00598,0.44000,0.19508,0.44000,-0.29447
