Tiempo,Dorsiflexión-plantarflexión tobillo izquierdo_X,Dorsiflexión-plantarflexión tobillo izquierdo_Y,Dorsiflexión-plantarflexión tobillo izquierdo_X,Dorsiflexión-plantarflexión tobillo izquierdo_Y,Eversión-inversión tobillo derecho_X,Eversión-inversión tobillo derecho_Y,Eversión-inversión tobillo izquierdo_X,Eversión-inversión tobillo izquierdo_Y,Rotación tobillo derecho_X,Rotación tobillo derecho_Y,Rotación tobillo izquierdo_X,Rotación tobillo izquierdo_Y
0.00000,0.00000,-0.61226,0.00000,-0.86449,0.00000,0.03631,0.00000,-0.36304,0.00000,-0.78928,0.00000,0.13403
0.01000,0.01000,-0.60200,0.01000,-0.87734,0.01000,0.03178,0.01000,-0.36956,0.01000,-0.81384,0.01000,0.15814
0.02000,0.02000,-0.58964,0.02000,-0.89075,0.02000,0.02678,0.02000,-0.37656,0.02000,-0.84087,0.02000,0.18776
0.03000,0.03000,-0.57545,0.03000,-0.90422,0.03000,0.02146,0.03000,-0.38362,0.03000,-0.86942,0.03000,0.22303
0.04001,0.04000,-0.55990,0.04000,-0.91723,0.04000,0.01599,0.04000,-0.39024,0.04000,-0.89840,0.04000,0.26393
0.05001,0.05000,-0.54358,0.05000,-0.92941,0.05000,0.01055,0.05000,-0.39588,0.05000,-0.92664,0.05000,0.31028
0.06001,0.06000,-0.52725,0.06000,-0.94054,0.06000,0.00530,0.06000,-0.40000,0.06000,-0.95302,0.06000,0.36172
0.07001,0.07000,-0.51171,0.07000,-0.95060,0.07000,0.00041,0.07000,-0.40209,0.07000,-0.97652,0.07000,0.41769
0.08001,0.08000,-0.49778,0.08000,-0.95979,0.08000,-0.00398,0.08000,-0.40172,0.08000,-0.99631,0.08000,0.47734
0.09001,0.09000,-0.48619,0.09000,-0.96846,0.09000,-0.00778,0.09000,-0.39855,0.09000,-1.01182,0.09000,0.53953
0.10002,0.10000,-0.47755,0.10000,-0.97710,0.10000,-0.01094,0.10000,-0.39239,0.10000,-1.02280,0.10000,0.60284
0.11002,0.11000,-0.47224,0.11000,-0.98627,0.11000,-0.01346,0.11000,-0.38316,0.11000,-1.02935,0.11000,0.66551
0.12002,0.12000,-0.47039,0.12000,-0.99650,0.12000,-0.01541,0.12000,-0.37090,0.12000,-1.03188,0.12000,0.72560
0.13002,0.13000,-0.47190,0.13000,-1.00820,0.13000,-0.01687,0.13000,-0.35579,0.13000,-1.03112,0.13000,0.78100
0.14002,0.14000,-0.47642,0.14000,-1.02168,0.14000,-0.01799,0.14000,-0.33814,0.14000,-1.02798,0.14000,0.82969
0.15002,0.15000,-0.48341,0.15000,-1.03705,0.15000,-0.01887,0.15000,-0.31833,0.15000,-1.02349,0.15000,0.86978
0.16002,0.16000,-0.49220,0.16000,-1.05423,0.16000,-0.01960,0.16000,-0.29683,0.16000,-1.01868,0.16000,0.89970
0.17003,0.17000,-0.50204,0.17000,-1.07295,0.17000,-0.02020,0.17000,-0.27416,0.17000,-1.01445,0.17000,0.91825
0.18003,0.18000,-0.51222,0.18000,-1.09280,0.18000,-0.02061,0.18000,-0.25091,0.18000,-1.01152,0.18000,0.92471
0.19003,0.19000,-0.52208,0.19000,-1.11321,0.19000,-0.02071,0.19000,-0.22764,0.19000,-1.01028,0.19000,0.91890
0.20003,0.20000,-0.53108,0.20000,-1.13357,0.20000,-0.02030,0.20000,-0.20495,0.20000,-1.01077,0.20000,0.90124
0.21003,0.21000,-0.53886,0.21000,-1.15326,0.21000,-0.01909,0.21000,-0.18341,0.21000,-1.01263,0.21000,0.87280
0.22003,0.22000,-0.54523,0.22000,-1.17168,0.22000,-0.01676,0.22000,-0.16355,0.22000,-1.01510,0.22000,0.83520
0.23003,0.23000,-0.55016,0.23000,-1.18831,0.23000,-0.01294,0.23000,-0.14588,0.23000,-1.01708,0.23000,0.79055
0.24004,0.24000,-0.55376,0.24000,-1.20269,0.24000,-0.00724,0.24000,-0.13081,0.24000,-1.01722,0.24000,0.74130
0.25004,0.25000,-0.55625,0.25000,-1.21450,0.25000,0.00073,0.25000,-0.11871,0.25000,-1.01410,0.25000,0.69001
0.26004,0.26000,-0.55788,0.26000,-1.22348,0.26000,0.01128,0.26000,-0.10987,0.26000,-1.00632,0.26000,0.63925
0.27004,0.27000,-0.55893,0.27000,-1.22949,0.27000,0.02469,0.27000,-0.10447,0.27000,-0.99269,0.27000,0.59139
0.28004,0.28000,-0.55961,0.28000,-1.23248,0.28000,0.04111,0.28000,-0.10257,0.28000,-0.97232,0.28000,0.54858
0.29004,0.29000,-0.56010,0.29000,-1.23248,0.29000,0.06056,0.29000,-0.10406,0.29000,-0.94476,0.29000,0.51258
0.30004,0.30000,-0.56049,0.30000,-1.22958,0.30000,0.08293,0.30000,-0.10867,0.30000,-0.90999,0.30000,0.48475
0.31005,0.31000,-0.56077,0.31000,-1.22395,0.31000,0.10795,0.31000,-0.11598,0.31000,-0.86851,0.31000,0.46594
0.32005,0.32000,-0.56085,0.32000,-1.21573,0.32000,0.13519,0.32000,-0.12542,0.32000,-0.82124,0.32000,0.45643
0.33005,0.33000,-0.56054,0.33000,-1.20512,0.33000,0.16407,0.33000,-0.13631,0.33000,-0.76950,0.33000,0.45588
0.34005,0.34000,-0.55955,0.34000,-1.19227,0.34000,0.19388,0.34000,-0.14794,0.34000,-0.71487,0.34000,0.46338
0.35005,0.35000,-0.55754,0.35000,-1.17733,0.35000,0.22382,0.35000,-0.15964,0.35000,-0.65910,0.35000,0.47757
0.36005,0.36000,-0.55412,0.36000,-1.16046,0.36000,0.25304,0.36000,-0.17082,0.36000,-0.60393,0.36000,0.49683
0.37005,0.37000,-0.54887,0.37000,-1.14182,0.37000,0.28073,0.37000,-0.18101,0.37000,-0.55101,0.37000,0.51947
0.38006,0.38000,-0.54141,0.38000,-1.12161,0.38000,0.30609,0.38000,-0.18988,0.38000,-0.50181,0.38000,0.54394
0.39006,0.39000,-0.53138,0.39000,-1.10005,0.39000,0.32847,0.39000,-0.19728,0.39000,-0.45755,0.39000,0.56887
0.40006,0.40000,-0.51857,0.40000,-1.07737,0.40000,0.34736,0.40000,-0.20313,0.40000,-0.41922,0.40000,0.59322
0.41006,0.41000,-0.50285,0.41000,-1.05385,0.41000,0.36243,0.41000,-0.20750,0.41000,-0.38752,0.41000,0.61620
0.42006,0.42000,-0.48424,0.42000,-1.02977,0.42000,0.37349,0.42000,-0.21047,0.42000,-0.36286,0.42000,0.63731
0.43006,0.43000,-0.46294,0.43000,-1.00542,0.43000,0.38057,0.43000,-0.21219,0.43000,-0.34535,0.43000,0.65627
0.44006,0.44000,-0.43924,0.44000,-0.98110,0.44000,0.38382,0.44000,-0.21281,0.44000,-0.33479,0.44000,0.67295
0.45007,0.45000,-0.41362,0.45000,-0.95711,0.45000,0.38358,0.45000,-0.21247,0.45000,-0.33068,0.45000,0.68725
0.46007,0.46000,-0.38663,0.46000,-0.93371,0.46000,0.38032,0.46000,-0.21131,0.46000,-0.33227,0.46000,0.69904
0.47007,0.47000,-0.35890,0.47000,-0.91116,0.47000,0.37464,0.47000,-0.20946,0.47000,-0.33862,0.47000,0.70805
0.48007,0.48000,-0.33110,0.48000,-0.88968,0.48000,0.36720,0.48000,-0.20706,0.48000,-0.34871,0.48000,0.71387
0.49007,0.49000,-0.30387,0.49000,-0.86947,0.49000,0.35868,0.49000,-0.20426,0.49000,-0.36150,0.49000,0.71602
0.50007,0.50000,-0.27780,0.50000,-0.85069,0.50000,0.34973,0.50000,-0.20118,0.50000,-0.37603,0.50000,0.71397
0.51007,0.51000,-0.25341,0.51000,-0.83342,0.51000,0.34093,0.51000,-0.19798,0.51000,-0.39143,0.51000,0.70729
0.52008,0.52000,-0.23113,0.52000,-0.81771,0.52000,0.33277,0.52000,-0.19475,0.52000,-0.40690,0.52000,0.69571
0.53008,0.53000,-0.21129,0.53000,-0.80350,0.53000,0.32563,0.53000,-0.19160,0.53000,-0.42176,0.53000,0.67917
0.54008,0.54000,-0.19417,0.54000,-0.79066,0.54000,0.31985,0.54000,-0.18860,0.54000,-0.43540,0.54000,0.65794
0.55008,0.55000,-0.17991,0.55000,-0.77901,0.55000,0.31566,0.55000,-0.18578,0.55000,-0.44730,0.55000,0.63258
0.56008,0.56000,-0.16860,0.56000,-0.76831,0.56000,0.31323,0.56000,-0.18315,0.56000,-0.45706,0.56000,0.60391
0.57008,0.57000,-0.16021,0.57000,-0.75828,0.57000,0.31266,0.57000,-0.18069,0.57000,-0.46437,0.57000,0.57295
0.58008,0.58000,-0.15463,0.58000,-0.74862,0.58000,0.31393,0.58000,-0.17834,0.58000,-0.46902,0.58000,0.54080
