Time, Pelvis Rotation, Pelvis Tilt, Pelvis Obliquity, Right Hip Flexion - Extension, Left Hip Flexion - Extension, Right Hip Abduction - Adduction, Left Hip Abduction - Adduction,  Right Hip Rotation,  Left Hip Rotation,  Right Knee Flexion - Extension,  Left Knee Flexion - Extension,  Right Knee Abduction - Adduction,  Left Knee Abduction - Adduction,  Right Knee Rotation,  Left Knee Rotation,  Right Ankle Dorsiflexion - Plantarflexion,  Left Ankle Dorsiflexion - Plantarflexion,  Right Ankle Eversion - Inversion,  Left Ankle Eversion - Inversion,  Right Ankle Abduction - Adduction,  Left Ankle Abduction - Adduction, Neck Flexion - Extension, Neck Lateral Flexion, Neck Rotation, Right Shoulder Flexion - Extension, Left Shoulder Flexion - Extension, Right Shoulder Abduction - Adduction, Left Shoulder Abduction - Adduction, Right Shoulder Rotation, Left Shoulder Rotation, Right Elbow Flexion - Extension, Left Elbow Flexion - Extension, Right Wrist Flexion - Extension, Left Wrist Flexion - Extension, Right Wrist Adduction - Abduction, Left Wrist Adduction - Abduction, Right Wrist Rotation, Left Wrist Rotation, Torso Flexion - Extension, Torso Abduction - Adduction, Torso Rotation, Torso Inclination
0, 0.426117, -0.528319, 0.0561631, -0.317293, -0.329744, 0.223869, -0.154854, 0.420914, -0.173282, -0.462808, -0.668032, -0.0967026, 0.111122, 0.018074, -0.219688, 0.271478, 0.0417739, -0.0867693, -0.0241431, -0.181383, 0.0577471, 0.367053, 0.210171, 0.45853, -0.25433, -0.0372067, 0.1322, 0.37713, -0.253544, -0.0388061, 0.456231, -1.06511, -2.26198, -4.61676, 0.842518, 0.732713, 2.47508, -6.32794, -0.986786, 0.185566, 1.0409, 1.00755
0.0100015, 0.421171, -0.530264, 0.0587648, -0.326195, -0.331959, 0.227669, -0.156952, 0.421324, -0.181091, -0.469472, -0.671658, -0.0968018, 0.111435, 0.0271912, -0.220459, 0.270805, 0.0422707, -0.0900361, -0.0250453, -0.177294, 0.0554003, 0.34561, 0.202776, 0.486234, -0.234643, -0.0321174, 0.113955, 0.367158, -0.233934, -0.0335563, 0.401863, -1.12196, -2.25117, -4.53022, 0.85239, 0.74036, 2.46671, -6.21312, -0.96834, 0.184678, 1.02368, 0.989184
0.0200029, 0.419292, -0.53441, 0.0595608, -0.333212, -0.334713, 0.229721, -0.156532, 0.427286, -0.186051, -0.477331, -0.676131, -0.0980301, 0.111382, 0.0337524, -0.220825, 0.270036, 0.0426769, -0.0905779, -0.0246669, -0.173085, 0.0531603, 0.326125, 0.194261, 0.517465, -0.21653, -0.0275779, 0.102606, 0.360063, -0.215865, -0.0289247, 0.353196, -1.16949, -2.23583, -4.41657, 0.862023, 0.738118, 2.44903, -6.05952, -0.952961, 0.185607, 1.00843, 0.974217
0.0300044, 0.422666, -0.540786, 0.0583848, -0.336577, -0.336657, 0.227539, -0.154274, 0.440866, -0.18806, -0.486219, -0.681409, -0.0998154, 0.110367, 0.0351334, -0.222603, 0.266495, 0.0403839, -0.0916165, -0.0216497, -0.168969, 0.0511891, 0.311131, 0.187525, 0.54715, -0.204072, -0.0203424, 0.0922971, 0.358433, -0.203454, -0.0216466, 0.313517, -1.21856, -2.21181, -4.2641, 0.871161, 0.727126, 2.41301, -5.86743, -0.939905, 0.187407, 0.995903, 0.961738
0.0400059, 0.425704, -0.547998, 0.0563719, -0.338432, -0.337915, 0.223747, -0.154091, 0.455841, -0.178009, -0.495889, -0.687396, -0.102196, 0.114159, 0.0337067, -0.233078, 0.26043, 0.0363168, -0.0887883, -0.0219404, -0.165158, 0.0496465, 0.302573, 0.182204, 0.569436, -0.197201, -0.0142105, 0.0825712, 0.357471, -0.196643, -0.0154962, 0.280055, -1.26813, -2.18242, -4.07463, 0.877773, 0.707145, 2.35835, -5.64829, -0.926812, 0.189556, 0.980665, 0.949308
0.0500073, 0.430735, -0.556389, 0.0509423, -0.33937, -0.338087, 0.216682, -0.152794, 0.473911, -0.170065, -0.506023, -0.693955, -0.102409, 0.122627, 0.0263748, -0.248489, 0.252711, 0.0303892, -0.0915718, -0.0235356, -0.161844, 0.0486774, 0.301979, 0.178616, 0.587552, -0.194507, -0.00962667, 0.074477, 0.354655, -0.194002, -0.0108986, 0.250083, -1.31893, -2.14489, -3.87931, 0.879474, 0.676129, 2.28672, -5.44489, -0.914922, 0.196155, 0.968664, 0.939082
0.0600088, 0.435108, -0.563268, 0.0452018, -0.34162, -0.342612, 0.208267, -0.150055, 0.490763, -0.158218, -0.516255, -0.70092, -0.10183, 0.130791, 0.014595, -0.267799, 0.245291, 0.0219826, -0.0906216, -0.0256337, -0.159176, 0.0484024, 0.309587, 0.178356, 0.604831, -0.193379, -0.00599091, 0.0660891, 0.352363, -0.192934, -0.00726775, 0.219912, -1.37335, -2.10632, -3.71224, 0.868758, 0.636208, 2.21394, -5.29807, -0.90181, 0.203089, 0.955119, 0.927817
0.0700103, 0.439066, -0.570429, 0.0369195, -0.342878, -0.344996, 0.195381, -0.139755, 0.502379, -0.143223, -0.526196, -0.708122, -0.101089, 0.137161, 0.00428772, -0.290314, 0.237841, 0.0113063, -0.0874386, -0.0306981, -0.157256, 0.0489075, 0.324859, 0.179309, 0.618887, -0.193516, -0.00392204, 0.0543908, 0.352228, -0.193149, -0.00521998, 0.1863, -1.42917, -2.07113, -3.58863, 0.843576, 0.593049, 2.14545, -5.20289, -0.887263, 0.212225, 0.941359, 0.915797
0.0800117, 0.438398, -0.578552, 0.0293945, -0.342061, -0.340989, 0.182129, -0.126762, 0.503305, -0.131611, -0.535461, -0.7154, -0.0980148, 0.136444, -0.00106812, -0.301468, 0.232788, 0.00359866, -0.0864839, -0.0327841, -0.156138, 0.0502355, 0.341529, 0.181295, 0.632755, -0.192184, -0.00289546, 0.0401448, 0.354407, -0.191914, -0.00424203, 0.147006, -1.48178, -2.04041, -3.50277, 0.810079, 0.551373, 2.07862, -5.13195, -0.874086, 0.219599, 0.923917, 0.904791
0.0900132, 0.442498, -0.58736, 0.0221166, -0.340049, -0.335421, 0.170753, -0.115074, 0.502227, -0.126646, -0.543705, -0.722625, -0.0967026, 0.134857, -0.00118256, -0.313957, 0.226884, -0.00305236, -0.0818939, -0.0357292, -0.155836, 0.0523771, 0.35631, 0.182336, 0.654678, -0.189112, -0.00150778, 0.0277555, 0.355011, -0.188928, -0.00289812, 0.102044, -1.53316, -2.01085, -3.44123, 0.781177, 0.516367, 1.99931, -5.06994, -0.862746, 0.226425, 0.911137, 0.89555
